,Sample name,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32160,,,,,,,,,3497610,1559730,,,,,,,,,,,,,,2009040,,,,,,,,,,,,,,,,,6160140,5798150,3151690,2173220,,,,,,,,,,,
32159,,,,,,,1983490,,,,,,,,,,,,,,,,,,654319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376600,,,,,,,,,,
32157,,,,,,,,,,,557091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124050,,,263597,,,,,,
32154,,,,,,,,,,,,,,,,,,,,496260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32153,,,,,,1208430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400150,,,,,,,,,,,,,,,,
32150,,,,,73400.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222319,,,,,,,,,,,,,,,,,,,,,,,,,,
32144,,,,,,,,,,,,,,,,,,,,,,,,,,,,381717,,,,,,,,,,,,,,,,,,,,,,,,,,,
32143,,,,,,,,,,,,,,385804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598457,,,,,,,
32142,,,,,,,,,,,,847133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073250,,826827,,,,,,,,
32141,,,,,,,,,,,,,768082,,,,,,,,,,,,,624638,580872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32140,,,,,,,,,,,797450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32139,,,,,,,,,,,,,,,,,,,,,,,,,564115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338360,,,,,,,,,,,
32137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865086,,,,,,,,,,,,
32136,,,,,,,,,,544957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32130,,,,,,,,,,,,,,,,,,,,,1188460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32129,,,15866.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32128,,,,,199440,754774,,,,,,,,,,,,,,481988,,,,,,,,,,,,,,,,,,,1215110,,,,,,,,,,,,,,,,
32127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243154,,,,,,,,,,,,,,,,,
32126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941300,,,,,,,,,,,,,,,
32119,,,,,,,,2470090,1663180,,,,,,,,,,,,,,2431630,,,,,,,,,,,,,,,,,,,2322010,,,,,,,,,,,,,
32118,,,,,,,,,,,,,,,,,,,,,,1826530,,1184160,,,,,,,,,,,,,,,,,2888770,,,,,,,,,,,,,,
32117,,,,,,,,,,747647,,,,,,,,,,,,,,,646445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32116,,,,,,,1106640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247710,,,,,,,,,,,,
32114,,,,,,,,,,,379643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910750,,,,,,,,,,,
32111,,,,,,942410,,,,,,,,,,,,,,,1073330,,,,,,,,,,,,,,,,,,864273,,,,,,,,,,,,,,,,
32109,,,,,,,,,,,,,,,142821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351873,,,,,,,,,,,,,,,,,
32105,,,13364.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32101,,,,,,,,,,,,,457683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32100,,,,,,,,,,,,,,380671,,,,,,,,,,,,,489949,419692,,,,,,,,,,,,,,,,,,,,,,,,,,,
32099,,,,,,,,,,,,606412,,,,99739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235977,,,,,,
32098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207500,634902,408026,,,,,,,
32097,,,,,,,,,,,,,,,,,,,,,,,,,,540208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162540,,,,,,,,,,
32095,,,,,,,,,,,823999,,,,,,,,,,,,,,882539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32094,,,,,,,,,,1335450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358290,1780250,,,,,,,,,,,
32090,,,,,,,,,,,,,,,,,,,,,1224160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32089,,,,,,876867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212584,,,,,,,,,,,,,,,,,
32087,,,,,,,,,,,,,,,,,,,,462736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32077,,,,,,,,,2059850,,,,,,,,,,,,,,,1391010,970621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32076,,,,,,,,3066660,,1228520,789213,,,,,,,,,,,,2311570,,,405580,,,,,,,,,,,,,,,,3531550,2438560,1661220,959371,739566,,,,,,,,,
32075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042320,,,,,,568360,,,,,,,,
32074,,,,,,,,,,,,391065,,,,,,,,,,3115860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073,,,,,,,3499380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32072,,,,,,,,,,,,,187736,143044,,,,,,,2061530,,,,,,,,,,,,,,,,,,2684940,4082280,,,,,,,,,,,,,,,
32071,,,,,,1399280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32069,,,,,,,,,,,,,,,,,,,,567418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272246,,,,,,,,,,,,,,,,,
32064,,,,,62925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32053,,,,,,,,,,,,,,178533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281390,,,,,,,
32049,,,,,,821215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118800,,,,,,,,,,,,,,,,
32048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233076,,,,,,,,,,,,,,,,,
32046,,,,,,,,,,,,,,,,,,,,442157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32044,,,,,84372.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866012,,,,,,,,,
32038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536090,,,,,,,,
32037,,,,,,,,,,,881371,517611,,,,,,,,,,,,,,565841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32036,,,,,,,,,1832460,1446660,,,345659,,,,,,,,,,,1443700,1165770,,,,,,,,,,,,,,,,,3454790,2702100,2216510,1500890,,,,,,,,,,
32035,,,,,,,,,,,,,,,,,,,,,,,2000250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32033,,,,,,,,2448400,,,,,,,,,,,,,,2541900,,,,,,,,,,,,,,,,,,,3527750,,,,,,,,,,,,,,
32032,,,,,,,2870460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590980,,,,,,,,,,,,,,,
32031,,,,,,,,,,,,,,,,,,,,,2098240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573470,,,,,,,,,,,,,,,,
32029,,,,,,1486440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32028,,,,,,,,,,,,,,,,,,,,363415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182954,,,,,,,,,,,,,,,,,
32011,,,,,,,469237,568143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32010,,,,,,,,,,,,,,,,,,,,,,644914,,,,,,,,,,,,,,,,,,,1266450,,,,,,,,,,,,,,
32009,,,,,,,,,,,,,,,,,,,,,573284,,,,,,,,,,,,,,,,,,,649548,,,,,,,,,,,,,,,
32008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517972,,,,,,,,,,,,,,,,
32007,,,,12821.9,,712200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32006,,,,,145779,,,,,,,,,,,,,,,445444,,,,,,,,,,,,,,,,,,192284,,,,,,,,,,,,,,,,,
32005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74398.8,,,,,,,,,,,,,,,,,,,,,,
32004,,,17533.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32002,,,,,,,,,,,,,,,,,,,,,,,,,,258797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31999,,,,,,,,,,,,,,,,,,,,,,,,,,,257808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578976,,,,,,,,,
31996,,,,,,,,,,1284650,,,244471,,,,,,,,,,,,989986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31995,,,,,,,,,,,828959,561805,,,,,,,,,,,,1155450,,,,,,,,,,,,,,,,,,,,1583010,,,,,,,,,,,
31994,,,,,,,,,1190790,,,,,,,,,,,,,,,,,,,,,,,,,,,,74742.6,,,,,,1835520,,1114010,,,,,,,,,,
31993,,,,,,,,,,,,,,,,,,,,,,,1201320,,,,,,,,,,,,,,,,,,,2113570,,,,,,,,,,,,,
31980,,,,,84837.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31975,,,,,,,,,,,,,,,,,,,,469790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31974,,,,,,2425820,7460750,4710440,,,,,,,,,,,,,4900080,6504720,2503300,,,,,,,,,,,,,,,,5689130,10097900,7141480,,2375660,1593520,,,,,,,,,,,
31973,,,,,,,,,1511890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388900,,,,615983,,,,,,,,,
31972,,,,,,,,,,730255,,,154997,,,,,,,,,,,819856,,,,,,,,,,,,,,,,,,,,,753059,,,,,,,,,,
31971,,,,,,,,,,,,246506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31970,,,,,,,,,,,,,,,,,,,,,,,,,561204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307983,,,,,,,,,,,,,,,,,
31955,,,,,,,,,,,422641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31954,,,,,,,,,,,,,,,,,,,,,,,,,,288385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31952,,,,,,,,,,634891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239235,,,,,,,,,
31951,,,,,,,,,,,,286967,,,,,,,,,,,,663218,,,,,,,,,,,,,,,,,,,,,651950,,,,,,,,,,
31949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248263,,,,,,,
31944,,,,,132526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31943,,,,,,,,,,,,,,,,,,,,396428,,,,,,,,,,,,,,,,,,374161,,,,,,,,,,,,,,,,,
31933,,,,,,1597450,4781420,3417650,1329790,,269774,,,,,,,,,,3087720,4461220,2115500,,,,,,,,,,,,,,,,3580780,5967540,5163790,3784040,2005350,,,,,,,,,,,,
31932,,,,,,,,,,,,,,,,,,,,,,,,978595,,,,,,,,,,,,,,,,,,,,926985,594698,,,,,,,,,,
31931,,,,,,,,,,639701,,,,,,,,,,,,,,,503612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31918,,,,17749.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31908,,,,,,,,,,,318623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31907,,,,,,,,,953336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31904,,,,,,,,,,,,,,,,,,,,558486,,,1226180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31903,,,,,,,,,,,,,,,,,,,,,,,,,241235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31902,,,,,107243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218768,,,,,,,,,,,,,,,,,
31894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640219,,264451,,,,,,,,
31892,,,,,,,,,,681572,,,129527,,,,,,,,,,,,,,,,,,,,,,,,,,,3734660,2894760,2073910,,911722,,,,,,,,,,,
31891,,,,,,,2927880,1913630,,,,,,,,,,,,,2244950,2186430,,758359,,,,,,,,,,,,,,,2785980,,,,1788040,,,,,,,,,,,,
31890,,,,,,,,,,,370372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31889,,,,,,1347450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31880,,,11109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31866,,,,,,,,,,,,,,,,,,,,,,,,549435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31865,,,,,,,,,,,,,,,,,,,,,,,893187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230672,,
31860,,,,,63633.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31859,,,,,,,,,,,357796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31857,,17210.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31851,,,,,,,,,789046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31850,,,,,,,,1305490,,576210,,,,,,,,,,,,1408290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849,,,,,,,1926820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230470,1995420,1566290,,522597,,,,,,,,,,,
31848,,,,,,,,,,,,,,,,,,,,,1402500,,,,,,,,,,,,,,,,,,,,,,1157630,,,,,,,,,,,,
31847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216790,,,,,,,,,,,,,,,,
31846,,,,,,1399780,,,,,,,,,,,,,,530561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303517,,,,,,,,,,,,,,,,,
31828,,,,,,,,,,,,,,,,,,,,,,,,278109,,,,,,,,,,,,,,,,,,653798,,,,,,,,,,,,,
31827,,,,,,1014820,1154810,802595,,,,,,,,,,,,,1449040,778005,,,,,,,,,,,,,,,,,987773,1553400,1266290,,,,,,,,,,,,,,
31826,,,,,,,,,,,,,,,,,,,,,,,386212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414157,,,,,,,,,,,,
31824,,,,,,,,,346216,,,,,,,,,,,317260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97753.5,,,,,,,,,,,,,,,,,
31818,,,,,78814.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31810,,,,,,,,,,391013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835871,,,,,,,,,,,,,
31805,,,,,,,,617314,380440,,,,,,,,,,,,,,373442,,,,,,,,,,,,,,,,,,883993,,,,,,,,,,,,,,
31804,,,,,,,855150,,,,,,,,,,,,,,954330,,,358780,,,,,,,,,,,,,,,,1241130,,,736265,,,,,,,,,,,,
31803,,,,,,1164880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239460,,,,,,,,,,,,,,,,
31801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181959,,,,,,,,,,,,,,,,,
31788,,,,,,,,,,,,,,,,,,,,514707,,,,,,,,,,,,,,,,,,,,,,753431,,,,,,,,,,,,,
31787,,,,,,,1056250,,,,,,,,,,,,,,1214810,808700,330841,,,,,,,,,,,,,,,,1592930,,,,,,,,,,,,,,,,
31786,,,,,,1369490,,635689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406900,1044270,,,,,,,,,,,,,,
31768,,,,,,,,920897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891053,,,,,,,,,,,,,
31767,,,,,,,,,460662,,,,,,,,,,,,,794334,696392,,,,,,,,,,,,,,,,,,1105250,,,,,,,,,,,,,,
31766,,,,,,,1146160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128090,,,,,,,,,,,,,,,
31764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578824,,,,,,,,,,,,
31751,,,,,130901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31747,,,,,,,,,207193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31746,,,,,,,1867010,779080,,,,,,,,,,,,,1918550,1167110,532322,,,,,,,,,,,,,,,381066,2384170,,1500350,982641,611128,,,,,,,,,,,,
31745,,,,,,2115820,,,,,,,,,,,,,,755614,,,,,,,,,,,,,,,,,,,,2041780,,,,,,,,,,,,,,,
31742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205323,,,
31715,,,,,159595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31705,,,,,,,,,479257,,,,,,,,,,,,,,,,,,,,,,,,,,,,74965.2,,,,,,358666,,,,,,,,,,,,
31704,,,,,,,886457,,,,,,,,,,,,,,,672731,,,,,,,,,,,,,,,,,,,727086,,,,,,,,,,,,,,
31703,,,,,,,,605839,,,,,,,,,,,,,1144730,,,,,,,,,,,,,,,,,,,1076320,,,,,,,,,,,,,,,
31702,,,,,,1126980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148730,,,,,,,,,,,,,,,,
31700,,,,,,,,,,,,,,,,,,,,686693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239159,,,,,,,,,,,,,,,,,
31693,,,,11014.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31685,,,,,,,,,,,,,,,,,,,,,,392572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474572,,,,,,,,,,,,,,
31683,,,,,,,806680,503073,,,,,,,,,,,,,839790,,,,,,,,,,,,,,,,,,,867212,,,,,,,,,,,,,,,
31682,,,,,,907459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970032,,,,,,,,,,,,,,,,
31659,,,,,,,471889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31658,,,,,,,,,,,,,,,,,,,,,443844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536386,,,,,,,,,,,,,,
31643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650876,,,,,,,,,,,,,,,
31642,,,,,,,702916,,,,,,,,,,,,,475455,812630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31641,,,,,,979008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918188,,,,,,,,,,,,,,,,
31640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91771.3,,,,,,,,,,,,,,,,,
31636,,,,,61783.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56693.3,,,,,,,,,,,,,,,,,,
31630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171327,197121
31618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95773.4,,,,,,,,,,,,,,,,,,,,,
31614,,,,,105426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31600,,,,,,,902737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31599,,,,,132237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697294,,,,,,,,,,,,,,
31597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453857,,,,,,,,,,,,,,,,,
31584,,,,,,1940910,1247960,,,,,,,,,,,,,652643,1480660,,198717,,,,,,,,,,,,,,,,2405340,1559780,,,,,,,,,,,,,,,
31578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130244,,,,,,,,,,,,,,,,,,,,,,,,,
31560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188734,
31556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141233
31554,,,,,136351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416485,,,,,,,,,,,,,,
31552,,,,,,,,,,,,,,,,,,,,421016,,,,,,,,,,,,,,,,,,286471,,,,,,,,,,,,,,,,,
31544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738449,,,,,,,,,,,,,,,
31542,,,,,,817997,,,,,,,,,,,,,,,649439,,,,,,,,,,,,,,,,,,837074,,,,,,,,,,,,,,,,
31541,,,,,,,601467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31536,,16561.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31514,,,,,,,,,,,,,,,,,,,,,369506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31509,,,,,162780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31499,,,,,,526564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385622,,,,,,,,,,,,,,,,
31497,,,,,,,,,,,,,,,,,,,,256570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219966,,,,,,,,,,,,,,,,,152859
31482,,15123.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31476,,,,,,282517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282090,,,,,,,,,,,,,,,,
