,Sample name,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo
32039,,,,,,,,,,,,,,,,,,,,,,,,,,,11362400,,,,,,,,,,,,,,,,,,9426280,,,,,,,,,,
32037,,,,,,,,,,9156430,1411200,,,,,,,,,,,,,,,,,8544580,,,,,,,,,,,,,,,,,,7360730,,,,,,,,,
32035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717353,,,,,,,,,,,,,,,,,,,,,,,,,,
32033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12247800,,,,,,,,,,,
32032,,,,,,,,11293800,,,,,1605500,,,,,,,,,,,,,11974900,,,,,,,,,,,,,,,,,,,,,982532,,1313240,,,,,,
32031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940306,1498720,,,,,,,,,,,,,,,,,,,,,,,,
32030,,,,,,,,,,,,1029720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899700,,,,,,,
32019,,,,,,198393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183254,,,,,
32016,,,,,,,,,,,,,,,,,,,,,,,,414475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32015,,,,,,,8316170,11428300,,,,,,,,,,,,,,,,,14583100,,,,,,,,,,,,,,,,,,13605700,,,,,,,,,,,,
32008,,,,,,,,,5730390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230460,,,,,,314064,,,,,,,
32007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491437,,,,,,,,,,,,,,,,,,,,,,,,,
32006,,,,,,,,,,,,409005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32000,,,,,,,,,,,,,,,,,,,,,,,,,,,8681250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8236810,,,,,,,,,,
31997,,,,,,,,,,12703700,,,,,,,,,,,,,,,,,,9443280,,,,,,,,,,,,,,,,,,7877940,4036580,,,,,,,,
31996,,,,,,,,,,,5434480,,,,,,,,,,,,,,,,,,4942180,,,,,,,,,,,,,,,,,,,,,,,,,,
31977,,,,,,,,,,,,,,,,,,,,,,,,238133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31975,,,,,,,,,29352600,,,,,,,,,,,,,,,,,,12560600,,,,,,,,,,,,,,,,,73107600,6022360,,,,,,,,,,
31974,,,,,,,,57550100,,,,,,,,,,,,,,,,,,74010400,,,,,,,,,,,,,,,,436282,,,,,,,,,,,,,
31973,,,,,,,2693840,,,,,,,,,,,,,,,,,,6122560,,,,,,282449,,,,,,,,,,,,6020570,,,,,453695,,,,,,,
31972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588546,,,,,,,,,,,,,,,,,,,,,,,,,
31970,,,,,,,,,,,,508622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31961,,,,,,,,,,4697740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31957,,,,,,,,,,,,,,,,,,,,,,,,,,,,7194130,,,,,,,,,,,,,,,,,,6917030,,,,,,,,,
31955,,,,,,,,,,,8589600,,,,,,,,,,,,,,,,,,5679060,,,,,,,,,,,,,,,,,,4821150,,,,,,,,
31945,,,,,,,5079400,,,,,,,,,,,,,,,,,,5875040,,,,,,,,,,,,,,,,,145440,5232860,,,,,,,,,,,,
31934,,,,,,,,,40042700,,,,,,,,,,,,,,,,,,31354200,,,,,,,,,,,,,,,,,,22928300,,,,,,,,,,
31933,,,,,,,,17384000,,,,315846,,,,,,,,,,,,,,26582700,,,,,,,,,,,,,,,,,,29653200,,,,,,,,,,,
31930,,,,,,,,,,982745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015660,,,,,,,,,,,,,,,,,932307,,,,,,,,,
31925,,,,,,,,,,,1117720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847197,,,,,,,,
31924,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048760,,,,,,,,,,,,,,,,,,,,,,,,,,,
31912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193372,,,,,,,,,,,,,
31907,,,,,,,,14867800,,,,,,,,,,,,,,,,274993,,15358000,,,,,,,,,,,,,,,,,,13753900,,,,,,,,,,,
31906,,,,,,,,,,,,,,,,,,,,,,,,,5309810,,,,,,,,,,,,,,,,,,5867190,,,,,,,,,,,,
31904,,,,,,,,,,,,308942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31903,,,,,,,,,,,556246,,,,,,,,,,,,,,,,,,355746,,,,,,,,,,,,,,,,,,,,,,,,,,
31902,,,,,,,2408780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391033,,,,,,,,
31894,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281070,,,,,,,,,,,,,,,,,,2095320,,,,,,,,,
31893,,,,,,,,,,8526320,,,,,,,,,,,,,,,,,26414700,,,,,,,,,,,,,,,,,,23394300,,,,,,,,,,
31892,,,,,,,,,22371300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293044,,,,,,,
31887,,,,,,,,,,,,,,,,,,,,,,,,,4135350,,,,,314213,,,,,,,,,,,,,3960590,,,,,,,,,,,,
31886,,,,,,,3822530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383623,,,,,,,,,,,,,,,,,,,,,,,,,,
31877,,,,,,215166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31874,,,,,,,,,,,,,,,,,,,,,,,,259003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871,,,,,,,,,,,,,,,,,,,,,,,,,2691350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31870,,,,,,,2654980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220752,,,,,,,,,,,,,
31865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225637,,,,,,,,,,,,,,,,,526784,,,,,,,,
31864,,,,,,,,5088590,,,,,,,,,,,,,,,,,,6134980,,,790626,,,,,,,,,,,,,,,5388430,,,,,,,,,,,
31861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121030,,,,,,,
31858,,,,,,,,,,,1053400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31852,,,,,,,,,,,,,,,,,,,,,,,,,,,,14849500,,,,,,,,,,,,,,,,,,11994800,,,,,,,,,
31851,,,,,,,,,4578230,16710600,,,,,,,,,,,,,,,,,7231780,,,,,,,,,,,,,,,,,,6437840,,,,,,,,,,
31830,,,,,,,,,,,,,,,,,,,,,,,,,,2050080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31829,,,,,,,,7910080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31828,,,,,,,14691300,,,,,,,,,,,,,,,,,,18778700,,,,,,,,,,,,,,,,,,17213900,,,,,,,,,,,,
31826,,,,,,,,,,,,,,,,,,,,,,,,309546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367232,,,,,,,,,,,,,
31824,,,,,,484306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31811,,,,,,,,,,,8078770,284838,,,,,,,,,,,,,,,,4600780,6182430,,,,,,,,,,,,,,,,,,4983960,,,,,,,,
31810,,,,,,,,,,2509670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4420800,,,,,,,,,
31809,,,,,,,,,3405810,,,,,,,,,,,,,,,,,,3499120,,,,,,,,,,,,,,,,,,3104320,,,,,,,,,,
31806,,,,,,,,,,,,,,,,,,,,,,,,211943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31804,,,,,,,,,,,,,236973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373183,,,,,,,,,,,,,
31788,,,,,,,,,,,,,,,,,,,,,,,,,,7287240,,,,,,,,,,,,,,,,,8428400,5360090,,,,,,,,,,,
31787,,,,,,,5451190,10156400,,,,,,,,,,,,,,,,,8681360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640930,,,,,,,,,,,,,
31774,,,,,,149287,,,,,,,,,,,,,,,,,,309137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31770,,,,,,,,,,,,,,,,,,,,,,,,,,,,773618,,,,,,,,,,,,,,,,,,482694,,,,,,,,,
31768,,,,,,,7616060,,,,,,,,,,,,,,,,,,11503600,,,,,,,,,,,,,,,,,,10558500,,,,,,,,,,,,
31767,,,,,,,,7943840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31764,,,,,,,,,,852198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31760,,,,,,,,,,,526641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271411,,,,,,,,
31759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366139,,,,,,,,,,,,,,,,,,,,,,,,,,
31758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146020,,,,,,,,,,
31755,,,,,,,,,,,,,,,,,,,,,,,,,,,1507190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31752,,,,,,166904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31748,,,,,,,,,2493280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31746,,,,,,,,20017700,,,,,,,,,,,,,,,,,,21557300,,,,,,,,,,,,,,,,,,19093600,,,,,,,,,,,
31745,,,,,,,,,,,,,,,,,,,,,,,,,4501380,,,,,,,,,,,,,,,,,,3979990,,,,,,,,,,,,
31744,,,,,,,2619550,,,,,,,,,,,,,,,,,,,,,299224,,,,,,,,,,,,,,,,,,,,,,,,,,,
31742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218977,,,,,,,,,
31727,,,,,,174081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31724,,,,,,,,,,,,,,,,,,,,,,,,533115,,,,,,,,,,,,,,,,,,174385,,,,,,,,,,,,,
31720,,,,,,,,,,,,243416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791087,,,,,,,,,
31718,,,,,,,,,,887195,,,,,,,,,,,,,,,,,,823389,,,,,,,,,,,,,,,,,,,,,,,,,,,
31717,,,,,,,,,,,252288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31706,,,,,,,,,,,,,,,,,,,,,,,,,,,3990530,,,,,,,,,,,,,,,,,,2771270,,,,,,,,,,
31705,,,,,,,,,5964760,,,,,,,,,,,,,,,,,6736740,,,,,,,,,,,,,,,,,,7805500,,,,,,,,,,,
31704,,,,,,,,5510020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4118170,,,,,,,,,,,,
31699,,,,,,,4326750,,,,,,,,,,,,,,,,,,,,,,,169904,,,,,,,,,,,,,,,,,,,,,,,,,
31695,,,,,,,,,,,,,,,,,,,,,,,,356896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,,,,,,,,,,276385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31686,,,,,,,,,,,,,,,,,,,,,,,,,4676100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066890,,,,,,,,,,,
31683,,,,,,126680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602491,,,,,,,,,,,,,
31669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259598,,,,,,,,,
31667,,,,,,,,,,,188874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31665,,,,,,,,,2885230,1477600,,,,,,,,,,,,,,,,,3651850,476418,,,,,,,,,,,,,,,,,,,,,,,,,,,
31664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301920,,,,,,,,,,
31657,,,,,,356608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31654,,,,,,,,2090910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31652,,,,,,,,,,,,,,,,,,,,,,,,,,1716990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638300,,,,,,,,,,,
31643,,,,,,,,,584965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31641,,,,,,,7666860,,,,,,,,,,,,,,,,,,7822470,,,,,,,,,,,,,,,,,,6337260,,,,,,,,,,,,
31624,,,,,,,,,,543001,,,,,,,,,,,,,,,,,,313423,,,,,,,,,,,,,,684642,,,,,,,,,,,,,
31623,,,,,,220947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251834,,,,,,,,,
31622,,,,,,,,,,,,,,,,,,,,,,,,390962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31621,,,,,,,3124240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2453880,,,,,,,,,,,,
31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310225,,,,,,,,,,
31607,,,,,,,,,847082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354570,,,,,,,,,,,
31602,,,,,,,,,,,,,,,,,,,,,,,,,,2876550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339010,,,,,,,,,,,,,
31590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102763,,,,,,,,,,,,,,
31584,,,,,,,14175300,8190570,,,,,,,,,,,,,,,,,19600300,,,,,,,,,,,,,,,,,,17916700,,,,,,,,,,,,
31583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633373,,,,,,,,,,,
31581,,,,,,,,,,,,,,,,,,,,,,,,385608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31577,,,,,,,,,,,,,,,,,,,,68834.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31575,,,,,,,,,261393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31574,,,,,,,,,,,189393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31573,,,,,,372848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81176.9,,,,,,,,,,,,,,
31553,,,,,,,,,240016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31546,,,,,,,,,,,,,,,,,,,,,,,,,,,192487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31543,,,,,,,,5626560,,,,,,,,,,,,,,,,,6146670,3603130,,,,,,,,,,,,,,,,,5538840,2510670,,,,,,,,,,,
31542,,,,,,,3482950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443478,,,,,,,,,,
31536,,,,,,,,,,,,,,,,,,,,,,,,627967,,,,,,,,,,,,,,,,,,953445,,,,,,,,,,,,,
31530,,,,,,387173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242680,,185086,,,,,,,,,,
31515,,,,,,,1513620,,,,,,,,,,,,,,,,,,1365610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77413.8,,,,,,,,,,,,,,
31504,,,,,,,,,,,,,,,,,,,,,,,130517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31502,,,,,,,,3170740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31501,,,,,,,,,,,,,,,,,,,,,,,,,,3115570,,,,,,,,,,,,,,,,,,3066850,,,,,,,,,,,
31499,,,,,,,,,286536,,,,,,,,,,,,,,,,,,235511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151601,,,,,,,
31495,,,,,,,2188250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430360,,,,,,,,,,,,
31494,,,,,,,,,,,,,,,,,,,,,,,,,1938510,,,,,,,,,,,,,,,,62780.1,,,,,,,,,,,,,,
31487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187970,,,,,,,,,,
31479,,,,,,417466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31478,,,,,114900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477,,,,,,,1784320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201200,,,,,,,,,,,,,
31476,,,,,,,,,,,,,,,,,,,,,,,,1162240,1232360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31473,,,,,,,,1092070,,,,,,,,,,,,,,,,,,1041520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807447,,,,,,,,,,,
31461,,,,,154305,,,,833362,,,,,,,,,,,,,,,,,,786749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31455,,,,,,313054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31454,,,,,,,,634618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72779.9,,,,,,,,,,,,,,
31445,,,,,,,,,,193356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31437,,,,,,,6063370,,,,,,,,,,,,,,,,,,,,309452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31436,,,,,,,,508111,,,,,,,,,,,,,,,,,6524530,309945,,,,,,,,,,,,,,,,,4818550,,,,,,,,,,,,
31435,,,,,,,,,269698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975299,,,,,,,,,,,,,
31434,,,,,,,,,,,,,,,,,,,,,,,,673293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31429,,,,,,253355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31414,,,,,,,,,,,,,,,,,,,,,,,218632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31413,,,,,,,,,,,,186712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31412,,,,,,,,,,,,,,,,,,,,,,,,,,,452568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31411,,,,71764.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31410,,,,,,,,,453272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31409,,,,,,,,605118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67375,,,,,,,,,,,,,,
31408,,,,,,,,,,,,,,,,,,,,,,,,,,441196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31407,,,,,367159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397003,,,,,,,,,,,
31396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955740,,,,,,,,,,,,
31395,,,,,,,2719310,,,,,,,,,,,,,,,,,,2944990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743151,,,,,,,,,,
31393,,,,,,,,,820289,,,,,,,,,,,,,,,,,,764641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31390,,,,,,,,,,,,,,,,,,,,,,,,290038,,,,,,,,,,,,,,,,58789.5,,319243,,,,,,,,,,,,,
31389,,,,,,394020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31377,,,,,,,,,,,,,223030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31372,,,,,,,,,,,,,,,,,,,,,,,,486947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31371,,,,,,536265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203712,,,,,,,,,,,,411843,,,,,,,,,,,,,
31365,,,,,,,,,,,,,,,,,,,,,,,202939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31362,,,,96916.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96605.9,,,,,,,,,,,,,,,
31356,,,,,,,,,,171594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31355,,,,,,,,756278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31354,,,,,,,2658030,,,,,,,,,,,,,,,,,,2590560,,,,,,,,,,,,,,,,,,2471240,,,,,,,,,,,,
31353,,,,,,,,,576005,,,,,,,,,,,,,,,,,,355625,,,,,,,,,,,,,,,,,,229926,,,,,,,,,,
31352,,,,,138203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763779,,,,,,,,,,,
31348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794325,,,,,,,,,,,,,
31346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58039.7,,,,,,,,,,,,,,
