,Sample name,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
31793,,,,503602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31774,,,,,,,,,,,,,,,,,,72273.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63444.6,,,,,,,,,,,,,,,,,,,
31768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49135.2,,,,,,,,,,,,,,,,,
31764,,,,,,,,,,,,,,,,,,,,,,254188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31760,,,,,,,,,,,,,,,,,,,,,,,,424733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31758,,,,,,,,,,,,,,,,,,,,,,,,,248823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31753,,,,,,,,,,,,,,,,,,,,,,,591723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31752,,,,,435316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683888,,,,,,,,,,,,,,
31749,,,,432440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595606,,,,,,,,,,,,,,,
31747,,,97465.6,,,,,,,,,,,,,,,,,,,272182,,,,,,,,,,,,125787,,,,,,,,,,,,,,,,,,,,,
31741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99555.3,,,,
31737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78538.1,,
31730,,,,338407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31728,,,,,,,,,,,,,,,,,,,,,,251551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31727,,,,,269478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393777,,,,,,,,,,,,,,,
31726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356315,,,,,,,,,,,,,,
31725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223511,,,,,,,,,,,,
31714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82841.7,,
31708,,,,,,,,,,,,,,,,,,,,,,,372473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31707,,,,328481,,,,,,,,,,,,,,,,,37454.4,,,,,,,,,,,,,,,,,,,,479962,,,,,,,,,,,,,,
31705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367936,,,,,,,,,,,,,,,
31694,,,,,,,,,,,,,,,,,,,,,,243457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31691,,,106297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31690,,,,,,,,,,,,,,,,,,,,,,,334061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31689,,,,503951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71168.6,,,,
31653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106996,,,,,,,,,,,,,,,,,,,,
31651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511837,,,,,,,,,,,,,,
31649,,,,543452,401273,,,,,,,,,,,,,,,,,,413608,,,,,,,,,,,,,,,,,794346,,332319,,,,,,,,,,,,,
31647,,,117224,,,,,,,,,,,,,,,,,,,412141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48992.7,,,,,,,,,,,,,,,,,,
31640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68536.1,,,,,,,,,,,,,,,,,,,
31624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51295.8
31617,,,,,,,,,,,,,,,,,,61859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31608,,,,,,,,,,,,,121258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31606,,,,248663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218886,,,,,,,,,,,,,,,
31605,,,,,,,,,,,,,,,,,,,,,,370370,,,,,,,,,,,,,,,108056,,,,,,,,,,,,,,,,,,
31599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97159.3,,,,,,,,,,,,,,,,,,,,
31595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71097.8,,,,,,,,,,,,,,,,,,,,,
31591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74493.5,
31588,,,,,,,,,,,,,,,,,118216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31587,,,,183451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58945.4,,,,,,,,,,,,,,,,,,
31574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94351.2,,,,,,,,,,,,,,,,,
31565,,,,,,,,,,,,,,,,,88134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408807,,,,,,,,,,,,,,,
31559,,,80760.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31556,,,,240804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101955,,,,,,
31545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126012,,,,,,,,,,,,,,,,,,,,,
31535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58258.4,,,,,,,,,,,,,,,,,,,
31526,,,,,,,,,,,,,,,,78028.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209884,,,,,,,,,,,,,,
31523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64004.8,,
31518,,,,,,,,,,,,,,,,,,85608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88143.7,,,,
31505,,,,,,,,,,,,,,,,,,,,,49798.5,244289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292433,,,,,,,,,,,,,,,
31502,,,,,,,,,,,,,,,,89064.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71356.9,,,,,,,,,,,,,,,,,,,,
31484,,,,,,,,,,,,,,,,,,,,,,86031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31469,,2957.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61670.4,,,,,,,,,,,,,,,,,,,,
31468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95146.4,,,
31451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51437.4,,,,,,,,,,,,,,,81067.2,,,
31449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95730.2,,,,,,,,,,,,,,,,,,,,,
31434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53596.8,,
31433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142604,,,,,,,,,,,,,,,,,,,,,,
31422,,3782.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128947,,,
31421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86263.7
31413,,,,,,,,,,,,,,,,,,,,,,,,,,,156057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71573.6,
31410,,,,,,,,,,,,,,,,,,,70164.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31403,,,,,,,,,,,,,,,,,,74658.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77990.4,,,,
31402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69580.1,,
31396,,,,,,,,,,,,,,,102224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113628,,,,,
31388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60285.5,47432.1
31380,,2408.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31372,,,,,,,,,,,,,,,,,149226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31369,,,,,,,,,,,,,,,,,,,,62843.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31360,,,,,,,,,,,,,,,,,,,,,,198399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31355,,,,,,,,,,,,,,,,143852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31353,,,,,,,,,,,,,,,,,,,,,,,,,,,,147666,,,,,,,,,,,,,,,,,,,,,,,,,,,
31349,,,,,,,,,,,,,,,,,,,79700.5,,,,,,,,,,,,,,,,,,139876,,,,,,,,,,,,,138932,,,,,
31348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140466,,,,,,,,,,,,,,,,,,,,,,,
31342,,,,,,,,,,,,,,,,,,120992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158851,,,,,,,90934.7,
31330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145399,,,,,
31329,,,,,,,,,,,,,,,,,,,63354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138369,,,,,,,,,,,,,,,,,,,,,,,
31324,,2584.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71908.6,,,,,,,,,,,,,,,,,,,
31323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108655,,,,
31321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73815.9,,
31320,,,,,,,,,,,,,,,,,,101955,,118058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31317,,,89636.4,,,,,,,,,,,,,,,,,,65493.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116375,,,,,,,,,,,,,,,,,,,,,
31303,,,,,,,,,,,,,,,,,,,110599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189537,,,,,,,,,,,,
31296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105644,,,,,,,,,,,,,,,,,,,,,,,,
31294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194344,,,,,
31293,,,,,,,,,,,,,,,,61470.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31289,,,,,,,,,,,,,,,,,,,,78393.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96586,,,,,,,,,,,,,,,,,,,,,,,
31287,,,,,,,,,,,,,,,,,,73270.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138598,,,,,,,,,,,,,,,,,,,,,,,,,
31276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116379,,,,,,,,
31263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60618.4,,
31253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139486,,,,,,,,,,,,,,,,,,,,,,
31252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71438.3,,,,
31251,,,,,,,,,,,,,,,,,114053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99548.9,,,,,,,,,,,,,,,,,,,,,
31244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83284.6,,,
31238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72751.1
31232,,,,,,,,,,,,,,,,,,,,,59728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31230,,,,,,,,,,,,,,,,,102825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93612.1,,,
31222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46093.9,,,,,,,,,125656,,,,,,,,
31219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152543,,,,,,,,,,,,,,,,,,,,,,
31218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58859.5,,
31208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187665,,,,,,,,,,,,,,,,,,,,,,,,,
31207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182029,,,,,,,,,,,,,,,,,,,,,,,,,,
31205,,,,,,,,,,,,,,,,,,60856.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31203,,,,,,,,,,101292,,,,,,,65007.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149905,,,,,,,,
31198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182726,,,,,,,,,,
31197,,,,,,,,,,,,,144780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31194,,2418.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89841.9,,,,,,,,,,,,,,,,,150578,,,,
31191,,,,,,,,,,,,,,,,,,,,,77300.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65212.2,,
31186,,,,,,,,,,,,,,,94969.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31183,,,,,,,,,,,,,,,,69521.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158537,,,,,,,,
31163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135378,,,,,,,,,,,,,,,,,,,,,,
31157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59984.2
31155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187467,,,,,
31154,,4205.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31152,,,,,,,,,,,,,,,87742.1,74921.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31148,,,,,,,,,,,,,173829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65388.9,
31141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105981,,,,,,,,,,,,,,,,,,,,,,
31135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123806,139902,,,,,,,,,,,,,,,,,,,,,,,,,
31130,,,,,,,,,,,,,,,,,,,59534.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31126,,,,,,,,,,,,,,,,,112440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31122,,,,,,,,,,,,,112473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147920,,,,,,,,,,,,,,,,,,,,,,,,
31118,,,,,,,,,,,,,,,,,,66092.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31115,,,,,,,,,,,,,,,,,,,,69732.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93990.7,,,,,
31114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103189,,,,
31107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83763.5,,,,,,,,,,,,,,,,,,,,,
31102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66833.1,,,,,,,,,,,,,,,,,,
31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91855.3,,,
31098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236216,,,,,,,,,,,,,,,,,,,,,,,,
31097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195319,106281,,,,,,
31096,,,,,,,,,,,,,,,,,137762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31086,,,,,,,,,,,,,,95187.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079,,,,,,,,,,,,,,,80721.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104570,
31072,,,,,,,,,,,,,,,,,,,,88407.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31065,,,,,,,,,,,,,,,,,,,,,98593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31063,,,,,,,,,,,,,,116491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119359,,,,,,,,,,,,,,,,,,,,,,
31052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73280.1,,,,,,,,,,,,,,,,,,,,,
31051,,,,,,,,,,,,,184653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152579,,,,89504.6,,,,
31049,,3928.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115772,,,,,,,,,,,,,,,,,,,,,,,,,
31041,,,,,,,,,,,,,,,,,,,,,,,,,170446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54137.4,,
31030,,,,,,,,,,,,,165930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31029,,,,,,,,,,,,,,,,,,93389.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122966,,,,,,,
31022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86729.9,,,,,,,,,,,,,,,,,,,,,
31016,,,,,,,,,,,,,,,,,,,59910.1,,,,,,,,,,,,,,,,164625,,,,,,,,,,,,,,,,,,,,
31009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79810.4,,,,,,,,,,,,,,,,,,,
31008,,,,,,,,,,,,,,223967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006,,,,,,,,,,,,,,,,,,62135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004,,,,,,,,,,,,,,,,63680.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188296,,,,,,,,,,
31002,,,,,,,,,,,,,,,,,67286.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31000,,,,,,,,,,,,,215096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30999,,,,,,,,,,,,,,,162911,,,,,,,,,,,,,,,,,,233877,,,,,,,,,,,,,,,,,,,,,,
30995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60757.2,,
30986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96390,,,,,,,,,,,,,,,,,,,,,
30981,,,,,,,,,,,,,,,,,,,,101876,,,,,,,,,,,,,,,,,,,,,,,,,,295190,,,,,,,,,
30977,,,,,,,,,,,,,,,,,,,,,,,,,,,141700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62025.1,,,,,,,,,,,,,,,,,
30974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139186,,,,,,,,,,,,,,,,,,,,,,,,,
30973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119122,,182960,,,,,,,,,,,,,,,,,,,,,,,,
30966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199074,,,,90270.1,,,,,,,,,,,,,,,,,,,
30963,,,,,,,,,,,,,,,,,109795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260168,,,,,,,,,
30954,,,,,,,,,,,,,,,,,,,108735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77871.7,,,,
30951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283402,,,,,,,,
30949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66138.6,,
30948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138746,,,,,,
30942,,,,,,,,,,,,,,,,84224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146124,,,,,,,,,
30936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77319.9,,,,,,,,,,,,,,,,,,,,
30929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316503,,,,,,,,
30923,,,,,,,,,,,,,,,123167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94106.7,,,,,,,,,,,,,,,,,,,,,,,
30915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114843,,,,,,
30907,,,,,,,,,,,,,,,,98054.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901,,,,,,,,,,,,,,,,,,,,,,,,,,,188208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30900,,,,,,,,,,,,,,,,,99627.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,189461,,398082,,,,,,,,
30898,,,,,,,,,,,,,,,,,,,,,,,,,154358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
