,Sample name,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32516,,,,,,,,,,,4592540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037560,,,,,,,,,,
32513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5667140,,,,,,,,,,,
32508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152010,,,,,,,,,,,,,,,,
32507,,,,,,,4987020,5205470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6448610,,,,,,,,,,,,
32506,,,,,2519410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32505,,,,,,,,,,,,,,,,,,,,,1491430,,,,,,,,,,890803,,,,,,,,,,,,,,,,,,,,,,,,
32504,,,,,,,,,,,,,,,,,,,,141794,,,,,,,,,,,,,,,,,,,,3295280,,,,,,,,,,,,,,,
32503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861530,,,,,,,,,,,,,,,,,,,,,,,,,
32501,,,,,,,,,,,,,,1698010,,,,,,,,,,,,,,,,,,938288,,,,,,,,,2046100,,,,,,,,,,,,,,
32499,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745060,,,,,,,,,,,,,,,,,,,,,,,,,,,
32493,,,,,,,,,,,,,,,,,,,,,,,4729330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32492,,,,,,1567420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7174140,,,,,,,,,,,,,
32490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156350,,,,,,,,,,,,,,,,,,,,,,,,,,
32486,,,,,,,,,,,,,,,1548930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32485,,,,,,,,,,,,2543340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32484,,157861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316630,,,,,,,,,,,,,,,,,,,,,,
32480,,,,,,,,,,,,,,,,,,,,155381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299690,,,,,,,,,,,,,,,,,,,,,,,
32473,,,,,,,,,,,1903880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32471,,,,,9226340,,,,,,,,,,,,,,,,,9498110,,,,,,,,,,,,,,,,,,12224700,6443210,,,,,,,,,,,,,,
32470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168610,,,,,,,,,,,,,,,,,
32469,,,,3439570,,,,,,3556920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32468,,,,,,3717920,,,,,,,,,,,,,,,3179420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32467,,,,,,,6162360,6372230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595240,,,,,,,,,,,
32466,,,,,,,,,,,,,,,,,,,,,,,,6700980,,,,,,,,,,,,,,,,,,,7310530,,,,,,,,,,,,
32465,,,,,,,,,5446090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698392,,930522,,,,,,,,,,,,,,,,
32456,,,,,,,,,,,,,,1928530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134098,,,,,,,,,,,,,,,,,
32450,,,,,,,,,,1833760,,,,,,,,,,,,,6374400,,,,,,,1697240,,,,,,,,,,,,6659870,,,,,,,,,,,,,
32448,,,,,,,,,,,,2375700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195650,,,,,,,,,,
32447,,,,,,,,,,,,,,,,,,,,,,,,,,5016940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889124,,,,,,,,,,,,,,,,,,,,,,,,,,
32443,,,,,,,,,,,,,1707410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637854,,,,,,,,,,,,,,,,,,,,
32435,,,527068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871191
32430,,,,,,4969670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32429,,,,2135860,9141630,,,,,,,,,,,,,,,,,10987700,,,,,2957850,,,,,,,,,,,,,8727000,8879550,,,,,,,,,,,,,,
32428,,,,,,,,,,,,2196740,,,,,,,,,,,4676730,,,,,,,,,,,,,,,,,,,5584890,,3708340,,,,,,,,,,,
32425,,,,,,,,,,,,,,,,,825938,,,,,,,,,,,,,,,,,,,,,,,,,,5973840,,,,,,,,,,,,
32424,,,,,,,1379920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32423,,,,,,,,,,,,,,,,,,,,,2204700,,,,4975920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32421,,,,,,,,,6279960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32418,,,,,,,,,,,,,,,,,,,,250788,,,,,,9113870,,,,,,,,,,650790,,,,,,,,,,,,,,,,,,,
32417,,,,,,,,,,2827880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32416,,,,,,,,5536910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360570,,,,,,,,
32415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742200,6730150,,,,,,,,,
32414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077630,,,,,,
32413,,,,,,,,,,,,,,,,,,,,,,,,6927660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32410,,75354.3,,,,,,,,,,,,1319710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32407,,,,,,,,,,,,,,,,,,,,,,,6780240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232180,
32405,,,,,,,,,,,,,,,897397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32402,,,233112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062570,,,,
32400,,,,,,,,,,,,,,,,,,,,242408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053430,,,,,,,,,198343,485979,,,,,,,,,,,,,,,,
32391,,,,,5137780,5368450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812935,,,,,,,,,,,,,,,,,,,,,
32388,,,,,,,,,,,,,,,,,,,,,,,4921910,,,,,,,,,,,,,,,,,,5699610,,,,,,,,,,,,,,
32387,,,,,,,,,,,,,,,,,,,,,,8175440,,,,,,,,,,,,,,,,,,6071350,,7000860,,,,,,,,,,,,,
32384,,,,,,,,,,,,2139400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32383,,,,1879490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176870,,,,,,,,,,,,
32382,,214102,,,,,,,1701550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32378,,,,,,,,,,,6668320,,,,,,,,,,,,,,,,5125420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32377,,,,,,,,,,,,,,,,,,,,,,,,,5178300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32375,,,,,,,,,,,,,,,,,,,,,,,,,,6865780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8663300,,,,,,,,,,
32373,,,,,,,,,,6290480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289360,,,,,,,,,,,
32363,,,,,,,,7409750,1715290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6501600,,,,,,,,,,,,,
32362,,,,,,,,,,,,,,,,,,,,,,,8265450,8414200,,,,,,,,,,,,,,,,,,,9069050,,,,,,,,,,,,
32360,,,,,,,,,,,,,,,,,,,,250078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32359,,,,,,5673590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32358,,,,,,,3846180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833990,,,,,,,,,,,,,,
32354,,,,,,,,,,,,,,1837800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32347,,,,,,,,,,,,,,,,,,,,,,7367160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935709,
32345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940609,,,,,,
32344,,,,,5091160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8448830,,,,,,,,,,,,,,,
32343,,,,3134640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491080,,,,,,,
32341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199580,,,,,,,,
32339,,,,,,,,,,,,,,,,,,,,,2252840,,,,,,,,,2299710,1397150,,841410,,,,,,,,,,,,,,,,,,,,,,
32338,,,,,,,,,,,,,,,,654085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32337,,,,,,,,,,,6099110,,,,,,,,,,,,,,,6316800,,,1467930,,,,,,,,,,,,,,,,,,,,,,,,,,
32336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5532040,,,,,,,,,
32334,,,,,,,,,,,,,946554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32332,,,,,,,,,,,,2289820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32325,,,,,,,,,,,,,,,,,,,,257999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32323,,,,,3230910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32322,,,,,,,,,,,,,,,,,,,,,,5749430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32321,,,,,,6310280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529070,,,,,,,,,,,,,,
32318,,,,,,,,7189690,,,,,,,,,,,,,,,5996650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32317,,,,,,,,,,,,,,,,,,,,,,,,7707000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32314,,,,,,,,,8895460,,,,,,,,,,,,,,,,11338300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10784500,7679790,,,,,,,,,,
32312,,,,,,,,,,8139720,,,,,,,,,,,,,,,,2860310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32311,,,,,,,,,,,,,,1228940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32310,,,,,,,4685710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6076590,,,,,,,,,,,,
32308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7142650,,,,,,,,,,,,,
32307,,,,,,,,,,,,2855500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123150,,,,,,,,,
32303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580530,,,,,,,,,,,,,,
32302,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249450,,,,,,,,,,,,,,,,,,,,,,,,,,,
32301,,,,,8359040,,,,,,,,1777770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32299,,,,8845950,,,,,,,,,,,,,,,,,6774500,,,,,,,,,,,,,,,,,,,15445600,,,,,,,,,,,,,,,
32298,,131962,,,,,,,,,,,,,1110850,,,,,,,,,,,,,,,,,1612590,,,,,,,,,,,,,,,,,,,,,,,
32297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244010,,,,,,,,
32296,,,578937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418130,,,,,,,,,,,,,,,,
32295,,,,,,,,,,,,,,,,,,,,,,,,,,,3389220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294,,,,,,,,,,,,,,,,658881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618850,,,,,,,,,,,,,,,,,,,,,,,,,,
32290,,,,,,,,,,,3943290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133540,,
32288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779830,,,,,,,,,,,,,,,,,,,,,,,,,
32284,,,,,11903600,5706950,,,,,,,,,,,,,,,,13725000,,,,,,,,,,,,,,,,,,,,,,,11249800,,,,,,,,,,
32283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8186430,,,,,,,,,,,,,,
32282,,,,,,,6042310,,,,,,,,,,,,,,,,7010950,,,,,,,,,,,,,,,,,,,8687200,,,,,,,,,,,,,
32274,,,,,,,,,,10058700,,,,934917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32272,,,,,,,,,11562000,,,,,,,,,,,,,,,,15425800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12759700,,,,,,,,,,,
32269,,,,,,,,,,,,,,,,,,,,,,,,,,9013880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32268,,,,,,,,8336230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32267,,,,,,,,,,,,,,,,,,,,,,,,10348200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32265,,,,,,,9637330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32264,,,,,,7289500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9006680,,,,,,,,,,,,
32263,,,,,,,,,,,,,,,,,,,,,,,10692400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32262,,,,,,,,,,,,,,,,,,,,216941,,,,,,,,,,,,,,,,,,,,,,8523650,,,,,,,,,,,,,
32260,,,,,,,,,,,,,,,,635127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32255,,,,5846590,,,,,,,,,,,,,,,,,5254420,,,,,,,,,,,,,,,,,,,12192300,,,,,,,,,,,,,,,
32254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481880,,,,,,,,,,,,,,,,
32252,,,,,,,,,,,,,,1048000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086070,,,,,,,,,,,,,,,,,,,,,,,,,
32250,,115198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32249,,,,,,,,,,,,,,,1400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32247,,,,,,,,,,,,3106440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32246,,,,,,,,,,,8342730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245,,,,,11964500,,,,,,,,,,,,,,,,,12373000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32244,,,252515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243,,,,,,,,,,,,,,,,,,,,,,,4541850,,,,4508600,,,,,,,,,,,,,,,,,,,,2812730,,,,,,,,
32242,,,,,,2859480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8873770,,,,,,,,,,,,,,
32241,,,,,,,2575480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353180,,,,,,,,,,,686456,,
32238,,,,,,,,,,,,,,,,,,,549635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32234,,,,,,,,,,,,,,,,,,,,,,,,,,12297800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32233,,,,,,,,,,,,,1166120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32232,,,,,,,,,,,,,,,,,,,,,,,,,11193400,,,,,,,,,,,,,,,,,,,,13510300,,,,,,,,,,
32231,,,,,,,,,8381410,6885410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024720,,,,,,,,,
32230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8392920,,,,,,,,,,,
32229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831567,,,,,,,,,,,,,,,,,,,,,
32227,,,,,,,,,,,,,,,,,950980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32225,,174995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844252,,,,,,,,,,,,,,,,,,,,,,,,
32218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992837,,,,,
32215,,,,,,,,,,,,,,,,,,,,,5203790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11744200,,,,,,,,,,,,,,,
32213,,,,,,,,,,,,,,,,,,,,789989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32212,,,,4777920,,,,,,,,,,,,,,,,,,16364200,,,,,,,,,,796930,,,,,,,,,,,,,,,,,,,,,,,
32211,,,,,,59647100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849120,,14118700,,,11190200,,,,,,,,,,,
32210,,,566423,,,,61809600,27026000,,,,,,,,,,,,,,,73230100,41621200,,,,,,,,,,,,,,,,,,67787200,65113800,,,,,,,,,,,,
32208,,,,,,,,,10037100,,,,,,,,,,,,,,,,6238150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32207,,,,,9566240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245950,,,,,,,,,,,,,,,,,,,,,,,,,
32204,,,,,,,,,,,11679800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10070000,,,,,,,,,
32201,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921710,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935920,,,,,,,
32199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994315,,,,,,,,,,,,,,,,,,,,1239500,,,,,,
32197,,75219.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153862,,,,,,,,,,,,,,,,,
32196,,,,,,,,,,,,,,,,,,,,,,,,,,12670900,6473950,,,,1563060,,,,,,,,,,,,,,,,1947220,,,,,,,,
32193,,,,,,,,,,8111540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32191,,,,,,,,,,,,,,,,,,,656273,,,,,,,,,,,,,,,,697577,,,,,,,,,,13173700,,,,,,,,,,
32190,,,,,,,,,4534580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32188,,,,,,,,,,,,,,,,,,,,,,,,,7862450,,,,,,,,,,,,,,,,,,,3860130,,,,,,,,,,,
32178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756000,,
32177,,,556261,4548270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485000,,,,,,,,,,,,,,,,
32176,,,,,,,,,,,,,,,,,,,,164398,5027960,,,,,,,,,,,,,,,,,,,6125530,,,,,,,,,,,,,,,
32174,,,,,,,,,,,,,,,,,,,,,,9352160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7591960,,,,,,,,,,,,,,
32170,,,,,,,,10435700,,,,,,,,,,694417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,,,,,,,25669200,,,,,,,,,,,,,,,,,16684500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32168,,,,,,18935800,,,,,,,,,,,,,,,,,28884800,,,,,,,,,,,,,,,,,,,22597500,25343300,,,,,,,,,,,,
32167,,,,,,,,,,,,,,,,,,,,,,,,,5084090,,,,,,,,736021,,,,,,,,,,,7457910,,,,,,,,,,,
32166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662750,,,970478
32165,,,,,,,,,4936650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707801,,,,,,,,,,,,,,,,,,,,,
32161,,,,,8404420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961136,,,,,,,,,,,,,,,,,,,,,,,,
32159,,83733.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760310,,,,,,,,,,7537340,,,,,,,,,,,,,,,
32156,,,,,,,,,,,,,,,,,,,,,2349650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183553,,,,,,,,,,,,,,,,,
32148,,,,,,,,,,,,,1298610,,921200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32147,,,,,,,,,,,,,,,,,,,,,,,,,,,6458200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146,,,,,,,,,,,9933710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9823330,,,,,,,,,
32145,,,,,,,,,,,,,,,,,,,,,,,,,,12339600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13632200,,,,,,,,,,
32143,,,,,,,,,,13701400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
