,Sample name,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
31281,,,,,,,326464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161294,,,,,,,,,,,,,,,,,,,,,,,,,,
31278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340733,,,,,,,,,,,,
31264,,,,,,,,,,,,283252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31257,,,,,,,,,378907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767648,,,,,,,,,,,,
31251,,,,,,812064,,,,,,,,,,,,,,,,,,1011310,,,,,,,,,,,,,,,,,,685663,,,,,,,,,,,,,
31248,,,,,,,,,,269623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31235,,,,,,,,,,,,,164227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270049,
31219,,,,,,,,,,,,,,,,,,,,,,,298411,,,,,,,,,,,,,,,,,,193589,,,,,,,,,,,,,,
31217,,,,,276598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222378,,,,,,,,,,,,,,,,,,,,,,,,
31214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329109,,,,,,,,,,,,
31202,,,78387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31196,,,,,,1455430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314300,,,,,,,,,,,,,
31195,,,,,,,,,,,,,,,,,,,,,,,,1381810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31176,,,,,,,,,,,,,,165156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168859,,,,,,,,,,,,,,
31153,,,,,,1086400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292510,,,,,,,,,,,,,
31143,,,,,,,,,,,,,,,,,,367869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31142,,,,,,,,,,,,,,,,,,,,,,,,1004920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124611,,,,,,,,,,,,,,,,,,,
31132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162430,,,,,,,,
31119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329087,,,,,,,,,,,,,,,,,,,,,,,
31101,,,,,,,268050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31095,,,,,,,,,,,,,,,,,,,,,,,,616446,,,,,,,,,,,,,,,,,,495182,,,,,,,,,,,,,
31092,,,,,,713050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189398,
31085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146345,,,,,,,,,,,,,,
31083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149623
31081,,,,129996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31063,,,,,,,,,,,,,,,,,,,,,,81178.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31050,,,,,,,,,,,,144682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179414,,,,,,,,,,,,,,,,,,,,,,,,,,
31037,,,,,,1217970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31034,,,,,,,,,,,,,,,,,,,,,,,,1117970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31033,,,,,,,,,,,,,,,,,,,,,,,280119,,,,,,,,,,,,,,,,,,,1117650,,,,,,,,,,,,,
31032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105636,,,,,,
31021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139117,,,,,,,,,,,,,,,,,,,
31018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115388,,,,,,,,,,,,,,,,,,,,,,,,
31015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161925,,,,,,,,,,,,,,
31011,,,,,,,,,,,,,,,,,,,,,,,342021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31007,,,,,,,,,,,,166644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131927,,,,,,,,
30996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177731,,,,,,,,,,,,,,,,,,,,,,,,,
30994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685532,,,,,,,,,,,,,
30993,,,,,,,,,,,,,,,,,,,,,,,,483463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30991,,,,,,521615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30982,,,135754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174404,,,,,,
30979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261919,,,155361,,,,,,,,,,,,,,,,,,,,,,,
30973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100492,,,,
30972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75565,,,,,,,,,,,,,,,,
30966,,,,,,,264499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30965,,,,,,,,,,,,,,,,,,180947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200362,,,,,,,,
30948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176206,,,,,,,,,,,,,,,,,,,,,,,,,
30947,,,,,,463893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157324,,,,,,,,,,,,,,
30937,,,,,,,,,,,,,,,,,,,,,76646.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172997,,,,,,,,,,,,,,,,,,,,,,,
30930,,,140279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30927,,,,,,,,,,,,,,,,,,,,,,,,,,,,183764,,,,,,,,,,,,,,,,,,,,,,,,,,,
30923,,,,,,,,,,,,,,,,,,,,,,75824.5,,,,,,,,,,,,,,,,,86633.5,,,,,,,,,,,,,,,,
30918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88439.6,,,,,,,
30910,,,,,,,,,,,,,,,,,,,,,78048.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100816,,,,,,
30900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499032,,,,,,,,,,,,,
30893,,,,,,,,,,,,166080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153115,,,,,,,,,,,
30887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236392,,,,,,,,,,,,,,
30879,,,,,,,,,,,,,,,,,,,,,63826.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30874,,,,,,,,,,,,,,,,,,,,,,80782.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30870,,,171973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158504,,,,,,,,,,,,,,,,,,,,
30851,,,,,,,,,,,,,,,,,,,,,,122073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100441,,,,,,,
30848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208414,,,,,,,,,,,,,
30841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232459,,,,,,,,,,,,,,
30838,,,,,564791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30834,,,,,,,,,,,,,,,,,,,,,,,391521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30833,,,,,,,,,,,,,,,,,,,,,,113082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164303,,,,,,,,,,,,,,,,,,,,,,,,,,
30830,,,,196579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171311,,,,,,,,,,,,,,,,,,,,,,,,214169,
30821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202462
30802,,,,,,,,,,,,,,,,,,,,,,,196217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194478,,,,,,,,,,,,,,,,,,,,,,,,,
30764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113692,,,,,,,
30763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219520,,,,,,,,,,,,
30754,,,77633.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379600,,,,,,,,,,,,,
30750,,,,,,,,,,,,,,,,,,,,,,,387984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68384.3,,,,,,,,,,,,,,,,
30742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181015,,,,,,,,,,,,,,
30740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118539,,,
30735,,,105570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30734,,,,190042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109090,,,,,,,,100724,,,,,,,
30718,,,,,,,,,,,,,,,,,,,,,,,212881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295545,,,,,,,,,,,,,
30708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90350.4,,,,,,,,,,,,,,,
30703,,,,,,306350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186753,,,,,,,,,,,,,,,,,,
30695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198964,,,,,,,,,,,,,,,,,,,,,,,,,,
30694,,,,158153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183691,,,,,,,,,
30684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95703.3,,,,,,,,,,,,,,,
30683,,,107559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30681,,,,,,,,,,,,,,,,,,,,,,79480.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156510,,,,,,,,,,,,,,,,,,,,,,,,,
30670,,,,,,,,,,,,,,,,,146091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30662,,,,,,,,,,,,,,,,,,,,,,138188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30659,,,146650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169780,,,,,,,,,,,,,,,
30650,,,,,,418397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147599,,,,,,,,
30634,,,,,,,,,,,,,,,,,,,,,,110999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30632,,,,,396732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338872,,,,,,,,,,,,,,
30615,,,,,,,,,,,149471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611,,,,,,,,,,,,,,,,,,229127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30604,,,,,,,,,,178855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84503.7,,,,,,,,,,,,,,,
30601,,,,,,,,,,,,,,,,,,,,,,,,,,278522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144663,,,,,,,,,,,,,,,,,,,,,,,,,
30591,,,139159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57805.2,,,,,,,,,,,,,,,,
30577,,,,,,,,,,,,,,,,,,,,,,74480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106543,,,,,,,,,,,,,,,
30564,,,148340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67293.4,100379,,,,,,,,,,,,,,,
30546,,,,,,,,,249888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30543,,,,,,,,,,,,,,,,,,,,,,217333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30542,,,,,,,,,,,,,,,,,,,,,,,,,,,204951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30541,,,,,,,,,,216536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121691,,,,,,,
30527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139841,,,,,,,,,,,,,,,
30521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169109,,,,,,,,,,82360.4,,,,,,,,,,,,,,,,
30519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158980,,,,,,
30512,,,,,,,,,,,,,,,,,,,,,,,203854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363157,,,,,,,,,
30505,,,,,,,,,,,,,,,,,,,,,,91699.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30493,,,,,,,,,,,,,,,,,,,,,,,,,,,239614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30490,,,,,,,,,,,,,,,,,,,,,,,,,,,,254032,,,,,,,,,,,,,,,,,,,,,,,,,,,
30487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95600.4,,,,,,,,,,,,,,,,
30476,,,,,,,,,,,,,,,,,,,,,,300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219439,,,,,,,,,,,,,,,
30473,,,,216935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83756.9,,,,,,,,,,,,,,,,
30467,,,,,,,,,,,,,,,,,,,,,,,,,,,248017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30466,,,,,,,,,,165344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30464,,,,,,,,,,,,,,,,,,,,,57339.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30457,,,,,,,,,188744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172091,,,,,,,,,,,
30452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132765,,,,,,,,,,,,,,,
30451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199765,,,,,,,,,,
30448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149092,,,,,,,,,,,,,,,,,,,,,
30439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94043.3,,,,,,,,,,,,,,,,
30438,,,,,,,,,,,,,,,,,,,,,,,,,,,265413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30431,,,120077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30423,,,,,,,,,,,,,,,,,,,,,71057.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30418,,,,,,,,,,216486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30417,,,,,,,,,,,,,,,,,,,,,,,,,,244979,,,,,,,,,,,,,,101615,,,,,,,,,,,,,,,
30416,,,,,,,,,,,,,,,,,,,,,,203067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215036,,,,,,,,,,,,
30401,,,,,,244431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83257,,,,,,,,,,,,,130632,,,
30398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183906,,,,,,,,,,
30397,,,,,,,,,,,,,,,,,,,,,,,256720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30386,,,,,,,,,,,,,,,,,,,,,100524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30385,,,,,,,,,,,162076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45907.6,91528,,,,,,,,,,,,,,,
30367,,,,148154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30366,,,,,,,,,,,,,,,,,,,,,,219336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30364,,,,,,,,,,,,,,,,,,,,,,,,,,163207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30362,,,133256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30359,,,,,,,,,,,,,,,,,,,,,110241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30332,,,,,,,,,,,,,,,,,,,,,,300381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133726,,,,,,,,,,,,,,,
30328,,,,196031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30324,,,244624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30323,,,,,,,,,,,,,,,,,,,,,114572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30319,,,,,,,,,,,,,,,,,,,,,,,,,,322232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311,,,,,,,253646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302,,,,,,,,,,,,,,,,,,,,,,,,,,,,183296,,,,,,,,,,,,,,,,,,,,,,,,,,,
30297,,,,,,,,,,,,,,,,,,,,,,84539.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30295,,,98737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30291,,,,,,,,,,,,,,,,,,,,,136179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200191,,,,,,,,,
30289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152315,,,,,,,,,,
30288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140636,,,,,,,,,,,,,,,
30286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207747,,,,,,,,,,,
30274,,,99177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124606,,,,,,,,,,,,,,,,
30266,,,,,,,,,,,,,,,,,,,,,196677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30260,,,,,,,,,,,,,,,,,,,156607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104956,,,,,,,,,,,,,,,
30246,,,,,,,,,,,,,,,,,,,,,,209229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137840,,,,,,,,,,,,,,,,
30239,,,,,,,,,,,,,,,,,,,,,226434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260519,,,,,,,,,,,,
