,Sample name,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Name,
33996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168450,262096,,,,,155629,,,,,,,,,,,,,,,,,125932,,,,
33993,,,,,,,,,,,,,,,,,,,,,,,237835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146492,,,,,,,,,,,,,,,,,,,,,,,,,
33980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124889,,,,,,,,,,,,,,,,,,,,,,
33979,,,,,,,,,,,,,,384558,408852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468868,,,245217,,,
33978,,,,,,,,,,,,,,,,281084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304532,,,115865,,
33977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522259,,,581026,,500929,,,,,,,,,,,,,,,,,,,592727,,,,,,,
33976,,,,,,,,,,,932965,1026420,465666,,,,,,,,,,,,,,,,,,,,,628967,,,,,,,,,,,,,,,,,,,,,823136,,,,,,,,
33975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464961,,,444489,,,,,,,,,,,,,,,,613306,,,,,,,,,,,
33974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601125,,,,,,,,,,
33973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626587,,,,,,,,,
33960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383371,,,,,,,,,,,,,,,,,,,,,,,,,,91167.3,,
33955,,,,,,,,,,,492187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33953,,,,,,,,,,,,,405384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102178,,,
33945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210138,,,,,
33942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296024,,,,,,,,,,,,,,,,,,,,,,,,,,
33940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361072,,,,,,,,,,,,,,,,,,,,174305,,,,,,,
33939,,,,,,,,,,,,,,,162324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252587,,,,,,,,,,
33927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88797.1,,,,,,,,,,,,,,,,,,,,,,
33912,,,,,,,,,,,511146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33908,,,,,,,,,,527691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66478.5,,,,,,,,,,,,,,,,,,,,
33906,,,,,,,,,,,,,,,,,,200618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33902,,,,,,,,,,,,982063,,1244610,916557,704529,,,,,,,,,,,,,,,,,,,,1153810,,,710993,,,145013,,,,,,,,,,,,,1215470,,,1140720,695050,448095,,121596,
33901,,,,,,,,,,,,,1478010,,,,330392,,,,,,,,,,,,,,,,622223,,889479,,1022900,766338,,463668,,,,,,,,,,,,,,760169,,,1342870,,,,135215,,71163.5
33900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256094,,,,,,,,,,,,,,,1385970,,,,,,,
33899,,,,,,,,,,,,,,,,,,,,115160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685338,,,,,,,,,,
33889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33885,,,,,,,,,,,,,,,,,,,,,113889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33877,,,,,,,,,,,291470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276740,,205844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33868,,,,,,,,457246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33860,,,,,,,,,,,,,,,,,,,,,97750.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166081,,,,
33855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169214,,,,,,,,,,,,,,,,,,126072,,,,,,,
33854,,,,,,,,,,421654,480376,,,,,,,,,,,,,,,,,,,,,,,562323,,,,,,,,,,,,,,,,,,,920757,511589,276073,,,,,,,,
33853,,,,,,,,,,,,517115,,,,,,,,,,,,,,,,,,,,267004,,,397768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317287,,,313339,,,,,,,,,,,,,,,,,,,,,,,,,,,
33848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174737,,,,,,,,,,,,,,,,,,,,,,,,,,
33838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127654,,,,,,,,,,,,,,,,,,,,,,,,,
33837,,,,,,,,,,,,,172901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33835,,,,,,,,,,,,,,220225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688310,,,,,,,,,,,
33829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79261.6,
33814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482090,,,,,,,,,,
33813,,,,,,,,,,,,,473773,585784,,,,,,,,,,,,,,,,,,,,,706238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33812,,,,,,,,,,,1222810,1172590,,,347559,213633,91586.2,,,,,,,,,,,,,,,731659,897751,727409,,487849,249209,156055,,,,,,,,,,,,,,,,967087,,524950,,,126760,,,,
33811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207166,,,,,,,,,,,,,,,,618069,,,,,,,,
33810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215398,,,,,
33809,,,,,,,,,,913172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33804,,,,,,447972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68809.1,,,,,,,,,,,,,,,,,,,,
33797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77372.1,,,,,,,,,,,,,,,,,,,,,
33792,,,,,,,,,448069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252567,,,,,,,,,,,,,,,,,,,,,,,,,,
33789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87799.8,,,,,,,,,,,,,,,,,,,,,,
33782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107705,,,,,,,,,,,,,,,,,,,,
33770,,,,,,,,,,,,,,,,,,,,,,58801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136013,,,,,,,,,,,,,,,,,,,,,,
33762,,,,,,,,,,,,,,,,,,104271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538162,,,,,,,,,,,,
33761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148910,,,,,,,,,,,,,,,,,,,,,,,,,
33758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430746,,,,,,,,,,,,,,,,622956,,,,,307220,,,179577,,,
33757,,,,,,,,,,1327660,1615190,,824017,474267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806826,,,,,,,,
33756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970278,643604,,,,,,,,,,,,,,,,,,,,1155570,1294960,,582378,,,,,,,
33755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674572,,,,,,,,,,,,,,,,,,,,,,,,,,207029,,
33754,,,,,,,,,,,,1031760,,,,150479,,,,,,,,,,,,,,,,,,856207,,,314124,,,,,,,,,,,,,,,,,,,,,,,,,,
33753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173731,,,,
33752,,,,,,,,,653976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84848,,,,,,,,,,,,,,,,,,,,,,,
33749,,,,,,,,,,,,,,,,,147152,,,,,,,,,,,,,,,,,,,,,,,,,,117928,,,,,,,,,,,,,,,,,,,,
33743,,,,,,,,,,,,,,,244560,,,136185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666029,,,,,,,,,,,,,
33738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273578,,,,,,
33737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180029,,,,,,,,,,,,,,,,,454204,,,,,,,,
33733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73993.1,,,,,,,,,,,,,,,,,,,,,,,
33732,,,,,,,,,,,,,,,,129579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302901,,,,,
33725,,,,,,,,,,,,,,,,,,122733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361383,,,,,,,,,,,,
33721,,,,,,,,,546250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33717,,149789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33711,,,,,,,,,,,,347712,,,,,,,,,,,,,,,,,,,,,,327163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329251,,,,,,,,,,,
33709,,,,,,,,,,820388,370227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477833,,,,,,,,,,
33708,,,,,,,,,,,,,,,,,,,,99204.7,81459.7,,,,,,,,,,,,,,283383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33707,,,,,,,,,,,,,,192489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268154,,,,,,,,,
33692,,,,,,,,,300666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33691,,,,,,,,,,,,,,,,,,,,,,51273.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33690,,,,,,,,,,,,,,173884,,,,,,,,,,,,,,,,,,,414892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33689,,,,,,,,,,833389,,403849,,,,,,,,,,,,,,,,,,,,,,,290547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33687,,,,,,,,,,,438661,,,,,,,,,,,,,,,,,,,,,,,360802,,,,,,,,,,,,,,,,,,,994240,,239232,,,,,,,,
33686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452427,,302050,,175866,,,,,,,
33682,,,,,,,,,,,,,,,,,,,,,114779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120904,,,,,
33681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269607,,,,,,,,,,,,,,,,,,,,,,,,,,,
33676,,162047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33668,,,,,,,,,,,,,,174576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33664,,,,,,,,,,,,,,,,,,,,76215.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535287,,,,,,,,,,,,
33658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101687,,,,,,,,,,,,,,,,,,,,,,,,
33657,,,,,,,,716760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33655,,,,,,,,,,,,,,,,,,,,,78980.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33654,,,,,,,,,,,,,,,,,,,,,,131366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33653,,,,,,,,,,1072710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582444,,,,,,,,
33652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508691,,,847396,333436,201796,,,,,,,,,,,,,,,,981368,,,,,,,,,,,
33651,,,,,,,,,,,1099630,,,,,,,,,,,,,,,,,,,,,998886,902641,,,,,,,,,,,,,,,,,,,,951639,,,,,,,,,,
33650,,,,,,,,,,,,799620,,183701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767980,,,,,,,,,
33649,,,,,,,,,,,,,501896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111929,,,,
33648,,,,,,,,,538103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118367,,,,,,
33626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109497,,,,
33622,,,,,,,,,,,,,,,,,110460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33616,,,,,,,,,,,,,,,,176175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33615,,160582,,,,,,,,,,,,,,,,,,,,,159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421962,,,,,,,,,,,,,,,,,,,,,,,,,,,
33611,,,,,,,,,,,,,749565,,178598,,,,,,,,,,,,,,,,,,,,,,,,,83966.5,,,,,,,,,,,,,,1518770,,,135802,206690,,,,,
33610,,,,,,,,,,,1813330,1357950,,491097,,,,,,,,,,,,,,,,,,,,,,,286625,,,,,,,,,,,,,,,1451270,,,1180460,661759,,,,,,,
33609,,,,,,,,671518,1279230,,,,,,,,,,,,,,,,,,,,,,998894,947629,1751600,1332020,,,,,,,,,,,,,,,,,1215740,,1460990,,,,,,,,,,
33608,,,,,,,,,,1432300,,,,,,,,,,,,,,,,,,,,,,,,,733229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549131,,,,,,,,,,,,,,
33605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784823,,,,,,,,,,,,,
33604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33603,,,,,,,1075230,,,,,,,,,,,,,,,,,,,,,,,900852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33592,,,,,,,,,,,,,,,113769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33589,,,,,,705095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101972,,,,,
33584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89460.9,,,,,,,,,,,,,,,,,,,,,,
33583,,,,,,,,,,,,,,,,,,,,,,,165824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33580,,,,,,,,488539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310174,,,,,,,,
33565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33564,,,,,,,,,,609738,,,,,,,,,,,,,,,,,,,,,306749,368796,,,,,,,,,,,,,,,,,,,,892963,,,,,,,,,,,
33562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387643,,,,,,,,,,,,
33561,,,,,,,,,622899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33559,,,,,,,,,,,,,,,,,,,,,109218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33545,,,,,,,,,,,812516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33544,,,,,,,,999442,,,,,,,,,,,,,,,,,,,,,,,,365221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33543,,,,,,,,,,,,,,,,109182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93174.1,,
33541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77076.1,,,,,,,,,,,,,,,,,,,,
33540,,,,,,,,,,,,,,,,,175343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525875,,,,,,,
33538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677753,,,,,,,,,,
33537,,,,,,,,,,,,,,316194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33536,,,,,,,,,,,,,,,266457,,,,,,,,,,,,,425785,,,,,,,,285335,,,,,,,,,,,,,,,,,,,,,,,,145208,,65721.9,
33535,,,,,,,,,,,,630471,,,,,,,,,,,,,,,,,,,,,,,,,,245717,92499.5,,,,,,,,,,,,,,,,,,,295836,,,,,
33534,,,,,,,,,,,,,511414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637214,,,,,,,,
33533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539447,,419172,,,,,,,,,,,,,,,,,,,,,,,,,,
33527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820397,,,,,,,,,
33524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100222,,
33523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33522,,,,,,,,,,667684,,,,,,,,,,,,,,,,,,,,,,,657041,,,,,,,,,,,,,,,,,,,960845,,,,,,,,,,,
33521,,,,,,,,,,,890905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33519,,,,,,,,,,,,,,,,,,101026,,,,,,,,,,,,,,847604,,,,,,,,,84595.3,,,,,,,,,,,,,,,,,,,,,,
33514,,,,,,,,,,,,,,,,,,,95335.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734270,,,,,,,,,,,,,
33508,,250747,,,,,,,1187540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33507,,,,,,,,1038120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942882,,,,,,,,,,,,
33500,,,,,,,,,,,,,,,,,121015,,,,,,,,,,,,,,,,,,,,,,,,,161771,,,,,,,,,,,,,,,,,,,,,
33498,,,,,,,,,,,,,,,,104827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224125,,,,,,,,,,
33486,,,,,,,,,,,,,,,,,,,,,,98521.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
