"","1","2","Glycan1","Glycan2","mass","probability","Glycan"
"1",656,2890.7004,"Hex(1)HexNAc(1)NeuAc(1)","H6N8F2",30709.9404,0.00140952809363913,"Hex(1)HexNAc(1)NeuAc(1) _ H6N8F2"
"2",947.323,2890.7004,"Hex(1)HexNAc(1)NeuAc(2)","H6N8F2",31001.2634,0.0098894555862028,"Hex(1)HexNAc(1)NeuAc(2) _ H6N8F2"
"3",1021.74,2890.7004,"Hex(2)HexNAc(2)NeuAc(1)","H6N8F2",31075.6804,0.00150801752221869,"Hex(2)HexNAc(2)NeuAc(1) _ H6N8F2"
"4",1063.363,2890.7004,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N8F2",31117.3034,0.000706906365421842,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N8F2"
"5",1143.333,2890.7004,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N8F2",31197.2734,0.000629898175803783,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N8F2"
"6",1167.423,2890.7004,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N8F2",31221.3634,0.000901791609410347,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N8F2"
"7",1209.433,2890.7004,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N8F2",31263.3734,0.000361192365106882,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N8F2"
"8",1312.453,2890.7004,"Hex(2)HexNAc(2)NeuAc(2)","H6N8F2",31366.3934,0.00431466909319097,"Hex(2)HexNAc(2)NeuAc(2) _ H6N8F2"
"9",656,2947.7524,"Hex(1)HexNAc(1)NeuAc(1)","H6N9F1",30766.9924,0.000373376868031772,"Hex(1)HexNAc(1)NeuAc(1) _ H6N9F1"
"10",947.323,2947.7524,"Hex(1)HexNAc(1)NeuAc(2)","H6N9F1",31058.3154,0.00261966680194532,"Hex(1)HexNAc(1)NeuAc(2) _ H6N9F1"
"11",1021.74,2947.7524,"Hex(2)HexNAc(2)NeuAc(1)","H6N9F1",31132.7324,0.000399466219881676,"Hex(2)HexNAc(2)NeuAc(1) _ H6N9F1"
"12",1063.363,2947.7524,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N9F1",31174.3554,0.000187255923386019,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N9F1"
"13",1143.333,2947.7524,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N9F1",31254.3254,0.000166856843167509,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N9F1"
"14",1167.423,2947.7524,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N9F1",31278.4154,0.000238880039538375,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N9F1"
"15",1209.433,2947.7524,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N9F1",31320.4254,9.56780319946734e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N9F1"
"16",1312.453,2947.7524,"Hex(2)HexNAc(2)NeuAc(2)","H6N9F1",31423.4454,0.00114293403578062,"Hex(2)HexNAc(2)NeuAc(2) _ H6N9F1"
"17",656,3052.8428,"Hex(1)HexNAc(1)NeuAc(1)","H7N8F2",30872.0828,0.00083023694453371,"Hex(1)HexNAc(1)NeuAc(1) _ H7N8F2"
"18",947.323,3052.8428,"Hex(1)HexNAc(1)NeuAc(2)","H7N8F2",31163.4058,0.00582506402394057,"Hex(1)HexNAc(1)NeuAc(2) _ H7N8F2"
"19",1021.74,3052.8428,"Hex(2)HexNAc(2)NeuAc(1)","H7N8F2",31237.8228,0.000888248957647726,"Hex(2)HexNAc(2)NeuAc(1) _ H7N8F2"
"20",1063.363,3052.8428,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H7N8F2",31279.4458,0.000416380335764715,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H7N8F2"
"21",1143.333,3052.8428,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H7N8F2",31359.4158,0.000371021151835645,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H7N8F2"
"22",1167.423,3052.8428,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H7N8F2",31383.5058,0.000531171186854447,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H7N8F2"
"23",1209.433,3052.8428,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H7N8F2",31425.5158,0.000212748683015619,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H7N8F2"
"24",1312.453,3052.8428,"Hex(2)HexNAc(2)NeuAc(2)","H7N8F2",31528.5358,0.00254141630860039,"Hex(2)HexNAc(2)NeuAc(2) _ H7N8F2"
"25",656,3093.8954,"Hex(1)HexNAc(1)NeuAc(1)","H6N9F2",30913.1354,0.00176167048979595,"Hex(1)HexNAc(1)NeuAc(1) _ H6N9F2"
"26",947.323,3093.8954,"Hex(1)HexNAc(1)NeuAc(2)","H6N9F2",31204.4584,0.0123601382228438,"Hex(1)HexNAc(1)NeuAc(2) _ H6N9F2"
"27",1021.74,3093.8954,"Hex(2)HexNAc(2)NeuAc(1)","H6N9F2",31278.8754,0.0018847655317951,"Hex(2)HexNAc(2)NeuAc(1) _ H6N9F2"
"28",1063.363,3093.8954,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N9F2",31320.4984,0.000883512778945296,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N9F2"
"29",1143.333,3093.8954,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N9F2",31400.4684,0.000787265633723458,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N9F2"
"30",1167.423,3093.8954,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N9F2",31424.5584,0.00112708620240565,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N9F2"
"31",1209.433,3093.8954,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N9F2",31466.5684,0.000451429051765538,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N9F2"
"32",1312.453,3093.8954,"Hex(2)HexNAc(2)NeuAc(2)","H6N9F2",31569.5884,0.0053926028498551,"Hex(2)HexNAc(2)NeuAc(2) _ H6N9F2"
"33",656,3198.9858,"Hex(1)HexNAc(1)NeuAc(1)","H7N8F3",31018.2258,0.000683165578453694,"Hex(1)HexNAc(1)NeuAc(1) _ H7N8F3"
"34",947.323,3198.9858,"Hex(1)HexNAc(1)NeuAc(2)","H7N8F3",31309.5488,0.00479318977509508,"Hex(1)HexNAc(1)NeuAc(2) _ H7N8F3"
"35",1021.74,3198.9858,"Hex(2)HexNAc(2)NeuAc(1)","H7N8F3",31383.9658,0.000730901120406189,"Hex(2)HexNAc(2)NeuAc(1) _ H7N8F3"
"36",1063.363,3198.9858,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H7N8F3",31425.5888,0.000342621121370605,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H7N8F3"
"37",1143.333,3198.9858,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H7N8F3",31505.5588,0.000305297037768791,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H7N8F3"
"38",1167.423,3198.9858,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H7N8F3",31529.6488,0.000437077479525027,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H7N8F3"
"39",1209.433,3198.9858,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H7N8F3",31571.6588,0.000175061562912328,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H7N8F3"
"40",1312.453,3198.9858,"Hex(2)HexNAc(2)NeuAc(2)","H7N8F3",31674.6788,0.00209122004746699,"Hex(2)HexNAc(2)NeuAc(2) _ H7N8F3"
"41",656,3240.0384,"Hex(1)HexNAc(1)NeuAc(1)","H6N9F3",31059.2784,0.00150302864031477,"Hex(1)HexNAc(1)NeuAc(1) _ H6N9F3"
"42",947.323,3240.0384,"Hex(1)HexNAc(1)NeuAc(2)","H6N9F3",31350.6014,0.0105454691185383,"Hex(1)HexNAc(1)NeuAc(2) _ H6N9F3"
"43",1021.74,3240.0384,"Hex(2)HexNAc(2)NeuAc(1)","H6N9F3",31425.0184,0.00160805133024294,"Hex(2)HexNAc(2)NeuAc(1) _ H6N9F3"
"44",1063.363,3240.0384,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N9F3",31466.6414,0.000753798748705087,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N9F3"
"45",1143.333,3240.0384,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N9F3",31546.6114,0.000671682248113815,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N9F3"
"46",1167.423,3240.0384,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N9F3",31570.7014,0.000961611636302947,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N9F3"
"47",1209.433,3240.0384,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N9F3",31612.7114,0.000385151932670638,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N9F3"
"48",1312.453,3240.0384,"Hex(2)HexNAc(2)NeuAc(2)","H6N9F3",31715.7314,0.00460088113873897,"Hex(2)HexNAc(2)NeuAc(2) _ H6N9F3"
"49",656,3256.0378,"Hex(1)HexNAc(1)NeuAc(1)","H7N9F2",31075.2778,0.00173768088593694,"Hex(1)HexNAc(1)NeuAc(1) _ H7N9F2"
"50",947.323,3256.0378,"Hex(1)HexNAc(1)NeuAc(2)","H7N9F2",31366.6008,0.0121918236479411,"Hex(1)HexNAc(1)NeuAc(2) _ H7N9F2"
"51",1021.74,3256.0378,"Hex(2)HexNAc(2)NeuAc(1)","H7N9F2",31441.0178,0.00185909967729121,"Hex(2)HexNAc(2)NeuAc(1) _ H7N9F2"
"52",1063.363,3256.0378,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H7N9F2",31482.6408,0.000871481515610838,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H7N9F2"
"53",1143.333,3256.0378,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H7N9F2",31562.6108,0.00077654501894661,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H7N9F2"
"54",1167.423,3256.0378,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H7N9F2",31586.7008,0.00111173807023946,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H7N9F2"
"55",1209.433,3256.0378,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H7N9F2",31628.7108,0.000445281702312258,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H7N9F2"
"56",1312.453,3256.0378,"Hex(2)HexNAc(2)NeuAc(2)","H7N9F2",31731.7308,0.0053191689092366,"Hex(2)HexNAc(2)NeuAc(2) _ H7N9F2"
"57",656,3297.0904,"Hex(1)HexNAc(1)NeuAc(1)","H6N10F2",31116.3304,0.00234938504532418,"Hex(1)HexNAc(1)NeuAc(1) _ H6N10F2"
"58",947.323,3297.0904,"Hex(1)HexNAc(1)NeuAc(2)","H6N10F2",31407.6534,0.01648362963851,"Hex(1)HexNAc(1)NeuAc(2) _ H6N10F2"
"59",1021.74,3297.0904,"Hex(2)HexNAc(2)NeuAc(1)","H6N10F2",31482.0704,0.00251354608026315,"Hex(2)HexNAc(2)NeuAc(1) _ H6N10F2"
"60",1063.363,3297.0904,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N10F2",31523.6934,0.00117826331441092,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N10F2"
"61",1143.333,3297.0904,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N10F2",31603.6634,0.00104990695892385,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N10F2"
"62",1167.423,3297.0904,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N10F2",31627.7534,0.00150309577418747,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N10F2"
"63",1209.433,3297.0904,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N10F2",31669.7634,0.000602031236480366,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N10F2"
"64",1312.453,3297.0904,"Hex(2)HexNAc(2)NeuAc(2)","H6N10F2",31772.7834,0.00719164030061578,"Hex(2)HexNAc(2)NeuAc(2) _ H6N10F2"
"65",656,3344.1007,"Hex(1)HexNAc(1)NeuAc(1)","H7N8F2S1",31163.3407,0.00129098881428431,"Hex(1)HexNAc(1)NeuAc(1) _ H7N8F2S1"
"66",947.323,3344.1007,"Hex(1)HexNAc(1)NeuAc(2)","H7N8F2S1",31454.6637,0.00905776663747573,"Hex(1)HexNAc(1)NeuAc(2) _ H7N8F2S1"
"67",1021.74,3344.1007,"Hex(2)HexNAc(2)NeuAc(1)","H7N8F2S1",31529.0807,0.00138119542399664,"Hex(2)HexNAc(2)NeuAc(1) _ H7N8F2S1"
"68",1063.363,3344.1007,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H7N8F2S1",31570.7037,0.00064745655984039,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H7N8F2S1"
"69",1143.333,3344.1007,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H7N8F2S1",31650.6737,0.000576924647880746,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H7N8F2S1"
"70",1167.423,3344.1007,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H7N8F2S1",31674.7637,0.000825952235941927,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H7N8F2S1"
"71",1209.433,3344.1007,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H7N8F2S1",31716.7737,0.000330816608240843,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H7N8F2S1"
"72",1312.453,3344.1007,"Hex(2)HexNAc(2)NeuAc(2)","H7N8F2S1",31819.7937,0.00395181164659628,"Hex(2)HexNAc(2)NeuAc(2) _ H7N8F2S1"
"73",656,3401.1527,"Hex(1)HexNAc(1)NeuAc(1)","H7N9F1S1",31220.3927,0.00229727395414277,"Hex(1)HexNAc(1)NeuAc(1) _ H7N9F1S1"
"74",947.323,3401.1527,"Hex(1)HexNAc(1)NeuAc(2)","H7N9F1S1",31511.7157,0.0161180105890475,"Hex(1)HexNAc(1)NeuAc(2) _ H7N9F1S1"
"75",1021.74,3401.1527,"Hex(2)HexNAc(2)NeuAc(1)","H7N9F1S1",31586.1327,0.00245779377638348,"Hex(2)HexNAc(2)NeuAc(1) _ H7N9F1S1"
"76",1063.363,3401.1527,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H7N9F1S1",31627.7557,0.00115212856602849,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H7N9F1S1"
"77",1143.333,3401.1527,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H7N9F1S1",31707.7257,0.00102661924907085,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H7N9F1S1"
"78",1167.423,3401.1527,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H7N9F1S1",31731.8157,0.00146975600253149,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H7N9F1S1"
