,Sample name,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Name,
32314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490200,,,,,,,,,,,,,,
32313,,,,,,,,,,,,,,,,,,,,,,,,,,22432600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32311,,,,,,11462600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640350,,,,,,,,,,,,,
32308,,,,,13902900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32307,,,,,,,,,,,,,,,,,,,,,,1431100,,,,,,,,,,,,,,,,,,,,,,,415066,,,,,,,,,,,,,,,,
32305,,1610460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175644,,,,,,,,,,,,,,,,,,
32303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988760,,,,,,,,,,,,,,,,,,,,,,,
32301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27777,,,,,,,,,,,,,,,,,,,
32297,,,,,,,,,4453950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496331,,,,,
32296,,,,8551330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7137230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294,,,,,,,,,,6779520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32292,,,,,,,35334800,14675100,,,,,,,,,,,,,,,,,,,,39937900,23508400,,,,,,,,,,,,,,,,,,,6241460,,,,,,,,,,,,,
32291,,,,,,26064900,,,,,,,,,,,,,,,,,,11341800,,,28551900,,,,,,,,,,,,,,,,,179090,,3828840,,,14300900,14863400,,,,,,,,,,,
32290,,,,,,,,,,,,,,,,,,,,,,,,,,14461600,,,,,,,,,,,,,,,,,,,525936,,,,,,,,,,,,,,,,
32289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288,,,4432160,,,,,,,,,,,,,,,,,,,,,,9183710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32286,,,,,,,,,,,,,3894390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285,,,,,,,,,,,,,,,,,,,,,,,3231580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32284,,,,,,,,,,,,,,,,,,,,,2300300,,,,,,,,,,,,,,,,,,,,,,,,,,4253750,,,,,,,,,,,,,,
32281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14593200,,,,,,,,,,,,,,,,,,,,,5758740,,,,,,,,,,
32276,,,,,13935000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32273,,,,,,,,,,,,,,,,,,,,,,,,,,17161200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32269,,638160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104372,,,,,,,,,,,,,,,,,,
32251,,,,,,,29695600,8291480,,,,,,,,,,,,,,,,,,,,36289200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32250,,,,,,,,,,,,,,,,,,,,,,,6301910,,,,,,,,,,,,,,,,,,,,,,,,,,18090000,11695000,,,,,,,,,,,
32249,,,,11600200,,,,,,,,,,,,,,,,,,,,,,,,,13827700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32248,,,,,14608900,21408800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32247,,,,,,,,,,,,,,,,,,,,,,1408250,,10564600,,,28578500,,,,,,,,,,,,,,1316570,,,,1858150,,,7716800,,,,,,,,,,,,,
32246,,,,,,,,,,,,,,,,,,,1733930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3482660,,,,,,,,,,,,,,,
32244,,,4141180,,,,,,,,,,,,,,,,,,,,,,,13852900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003760,,,,,,,,,,,,,,
32237,,798599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629707,,334478,,,,
32233,,,,,,,,,,,,,,,,,,,,,,,,,,,,28221900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32232,,,,,13867600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130205,,,,,,,,,,,,,,,,,,
32228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799780,,,,367233,,,,,,,,,,,,,,,,,
32227,,,,6853340,,,,,,,,,,,,,,,,,,1291540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32215,,,,,,,,,,,2538100,,,,,,,,,,,,,,,,,,14255400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32214,,,,,,,,,,,,,,,,,,,,,,,,,,,,19787000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7103610,,,,,,,,,,,
32212,,,,,,,,5137410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55813.2,,,,,,,,,1939620,,,,,,,,,,
32209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6382580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157736,,,,,,,,,,,,,,,,,,
32202,,,,,4075040,,,,,,,,,,,,,,,,,,,8074760,10531800,,,,,,,,,,,,,,,,,,,,,3195940,4290600,,,,,,,,,,,,,,
32200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7286870,,,,,,,,,,,,,
32199,,,,6218590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511756,959851,,,,,,,,,,,,,,,,
32195,,,,,,17244700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32194,,,,,,,26937500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664250,,,,,,,,,8359720,,,,,,,,,,,
32193,,,,,,,,,,,,,,,,,,,,,,,,,,,24934700,,,,,,,,,,,,,,,,,,,,,,15735100,,,,,,,,,,,,
32192,,,,,,,,,,,,,,,,,,,,,,,,,,,,37557300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32191,,,,,,,,,,,,,,,,,,,,,,,6656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32186,,,,,,,,,,,,,,,,,,,,,,,,,,9443840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32181,,,,,,,,,,,,,,,,,,,,,,1792440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177,,,,,,,,24896400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32176,,,,,,,16820400,,19988300,3351610,,,,,,,,,,,,,,,,,,,,36539500,,,,,,,,,,,,,,,,,,,,,19199200,3839080,,,,,,307855,,,
32175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25196100,,11541500,,,,,,,,,1697500,,,,,,,,,,10861700,,,,,,,,,,,
32172,,,,,,,,,,,,,3264130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3570430,,,,,,,,,,,,,,,,,,,,,,,480194,,,,,,
32168,,,,,8339660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32167,,,,,,,,,,,,,,,,,,,,1672740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32166,,,,,,,,,,,,,,,,,,,,,,,,,6735230,,,,,,,,,,,,,,,,,,,,,,,6811410,,,,,,,,,,,,,
32163,,,,,,,,,,,,,,3073940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32158,,,2496440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32152,,,,,,,,,,,,,,,,,,,,,,,,,,,11379600,8038810,,,,,,,,,,,,,,42724.5,,,,,,,,,,,,,,,,,,,
32148,,,,,,,,,,,,,,,,,,,,,,,2331450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32147,,,,,,16057400,,,,,,,,,,,,,,,,,,,,19921600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146,,,,,19434800,,,,,,,,,,,,,,,,,,,,10216700,,,,,,,,,,,,,,,,,,,430254,,,4222600,9006350,,,,,,,,,,,,,
32143,,,,,,,,,,,,,,,,,,,,,,3087600,,3513430,,,,,,,,,,,,,,,,,,,,,1751120,3179680,,,,,,,,,,,,,,,
32140,,,,,,,,,,,,,,,2001120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32137,,,,6508260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32136,,,,,,,,,8085300,,,,,,,,,,,,,,,,,,,,,18719400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8846980,,,,,,,,,,
32133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19402600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32132,,,,,,,,,,,,,,,,,,,,,,,,,,,,28767200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9848620,9001780,,,,,,,,,,,
32130,,,,,,13719100,,,,,,,,,,,,,,,,,,,,,10216500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306425,,,
32129,,,,,,,26958800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32128,,,,,,,,,,,,,,,,,,,,,,,,,,14823000,,,,,,,,,,,,,,,,,,,,,,7012290,,,,,,,,,,,,,
32124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186860,,,,,,,,,,,,,,,,,,,,,,
32112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320203
32110,,,,,,,,,5652060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32108,,,,,,16424200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200220,,,,,,,,,,,,,,
32106,,,,,,,,,,,,,,,,,,,,,,,,,,16670700,,,,,,,,,,,,,,,,,,549438,,,,8301910,,,,,,,,,,,,,
32103,,,,,11427100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102,,1388620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32101,,,,,,,,,,,,,,,,,,,,,,2580900,,,,,,,,,,,,,,,,,,,,,186662,,,,,,,,,,,,,,,,,,
32100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993020,,,,,,,,,,,,,,,
32098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4505410,,,,,,,,,,38287.4,,,,,,,,,,,,,,,,,,,
32095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367779,,,,
32092,,,,,,,,,,,,,,,,,,,,2158290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258070,,,,,,,,,,,,,,,,
32090,,,,9024830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23376300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32088,,,5581220,,,,,23123600,,,,,,,,,,,,,,,,,,,30226400,57893300,,4466970,,,,,,,,,,,,,,,,,,10780100,,18728600,,,,,,,,,,,
32087,,,,,16695100,22145900,38334800,,,,,,,,,,,,,,,,5057720,9084650,,22161100,,,,,,,,,,,,,,,,,,,,,,,21567700,,,,,,,,,,,,
32086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4366200,,,,,,,,,,,,,,
32084,,,,,,,,,,,,,,,,2726840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442459,,,,,,
32069,,,,,,,,5375870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32068,,,,,,11094100,,,,,,,,,,,,,,,,,,,,,,,,4624880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32067,,,,,,,,,,,,,,,,,,,,,,,,6284460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32060,,2062690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110638,,,,,,,,,,,,,,,,,,
32057,,,,,,,,,,,,,,,,,,,,,,1578390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766790,,45962.2,,,,,,,,,,,,,,,,,,,
32049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24475600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32047,,,,,,,,10052600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13867400,,,,,,,,,,,
32046,,,2745320,,,,,,,,,,,,,,,,,,,,,6673430,,,,,,5113340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32045,,,,,,,28817700,,,,,,,,,,,,,,,,,,,,28123100,,,,,,,,,,,,,,,,,,489028,,,,,,,,,,,,,,,,
32044,,,,,,25205500,,,,,,,,,,,,,,,,,1997640,,,,,,,,,,,,,,,,,,,,,,,,5396670,,,,,,,,,392378,,,,,
32043,,,,9184410,10541500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12444200,,,2938310,,,,,,,,,,
32042,,,,,,,,,,,,,,,,,,,,,,,,,,25788100,,,,,,,,,,,,,,,,,,,,3312120,,,,,,,,,,,,,,,
32041,,,,,,,,,,,,,,,,,,,,,,,,,15558500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32039,,,,,,,,,,,,,,1981310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470276,,,,,,
32032,,,,,,,,,,,,,,,,,,,,,,,,,,,,36019900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16209400,9365840,,,,,,,,,,,
32021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83620,,,,,,,,,,,,,,,,,,
32014,,748348,,,,,,,,,,,,,,,,,,,,,,,,,,,12580600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6340930,,,,,,,,,,
32011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4463050,,,,,,,,,,,
32000,,,,10410700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31999,,,,,13227000,,,,,,,,,,,,,,,,,,,,,,22164600,,,,,,,,,,,,,,,58223.8,,,,,,14568800,,,,,,,,,,,,,
31998,,,,,,,,,,,,,,,,,,,,,,,,,18152800,,,,,,,,,,,,,,,,,,,443588,1022870,3146740,3521370,,,,,,,,,,,,,,
31997,,828224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31996,,,,,,,,,,,,,,,,,,,,,,,,5043110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31994,,,,,,,,,,,,,,,,,,,,,,,4344130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31991,,,,,,,,,,,,,,,,,,,,,,,,,,,,13014300,8632600,,,,,,,,,,,,,,,,,,,,7539070,,,,,,,,,,,,
31987,,,,,,,13983100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31984,,,,,,20221300,,,,,,,,,,,,,,,,,,,,22135800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31980,,744661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31975,,,,,,,,,,,4479840,,,,,,,,,,,,,,,,,,,,10678600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31973,,,,,,,,,11587000,,,,,,,,,,,,,,,,,,,,,33393700,,,,,,,,,,,,,,,,,,,,6519690,,,,,,,,,,,
31972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19462900,5164140,,,650363,,,,,,
31971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9908820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31969,,,,,,,12470300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31967,,,,,,,,,,,,,,,,,,,,,,,,,,,,10365800,,,,,,,,,,,,1887250,,,,,,,,,,,,,,,,,,,,,
31966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923000,,,,,,,,,,,,
31965,,,,,,,,,,,,,,,,,,,,,,,,,,,12527300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31964,,,,,,,,,,,,,,2026670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31963,,,,,,,,,,,,,,,,,,,,,,,,,,11465600,,,,,,,,,,,,,,,,34558.1,,,,,,5674340,,,,,,,,,,,,,
31961,,,,,,14345000,,6633330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31956,,2887130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979500,,,,,,,,,,,,,,,
31943,,,,,,25928400,,,,,,,,,,,,,,,,,,,,,26041400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31942,,,,,,,,,,,,,,,,,,,,,,,,,17013600,41967900,,,,,,,,,,,,,,,,,,,1255860,,,16849700,,,,,,,,,,,,,
31941,,,3383260,,24448400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6713070,,,,,,,,,,,,,,
31940,,,,,,,,,,,,,,,,,,,,,,,1697250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31939,,,,7610500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623931,,,,,,,,,,,,,,,,,
31937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196211,,,,,,,,,,,,,,,,,,
31926,,,,,,,,12720800,,,,,,,,,,,,,,,,,,,20873900,,,,,,,,,,,,,,,,,,,,,,,15055500,,,,,,,,,,,
31925,,,,,,16431600,41821200,,,,,,,,,,,,,,,,,,,,,49312500,24402000,,,,,,,,,,,,,,,,,,,,16532800,,,,,,,,,,,,
31924,,,,,,,,,,,,,,,,,,,,,,,,5496680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033720,,,,,,,,,,,,,,,
31911,,,,,,,,,,,,,,,,2763270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31906,,,,,,,,,,,,,,,,,,,,,,,,,,,15447900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31901,,,,,,,,,,,,,,,,,,,,,,,,,,20725200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402659,,,,,,,,,,,,,,,,
31898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108397,,,,,,,,,,,,,,,,,,
31896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6879800,,,,,,,,,,,,,,
31894,,,,,,,,,,,,,,,,,,,,,,,,,15890000,,,,,,,,,,,,,,,,,,,,,2690400,,,,,,,,,,,,,,,
31893,,,,,,,,,,,,,,,,,,,,,,,4229620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998520,,,,,,,,,,
31885,,,,,,19631600,,34405900,,,,,,,,,,,,,,,,,,,,,36843900,,,,,,,,,,,,,,,,,,,12512900,,22508300,,,,,,,345831,,,,
31884,,,,,13291900,,43911500,,,,,,,,,,,,,,,,,,,,29620500,62936000,,,,,,,,,,,,,,,,,,,,,19853700,,,,,,,,,,,,
31883,,,,,,,,,,,,,,,,,,,,,,,,,,18866000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31882,,,,,,,,,,,,,,,,,,,,,,,,7319820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73090.9,,,,,,,,,,,,,,,,,,,
31880,,,,5511370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10430300,,,,,,,,,,,
31853,,,,9728060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637830,,,,,,,,,,,,,,,
31844,,,,,,,,,,,,3919760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225730,,,,,,,,,,
31840,,,,,,34302700,18524100,,,,,,,,,,,,,,,,,6081080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
